250 14834
206 221 6
54 163 2
167 249 6
202 6 7
114 51 18
233 105 2
40 82 -1
62 222 4
203 155 8
215 228 15
207 47 17
162 25 6
176 106 12
5 121 14
199 140 7
47 94 -1
20 166 10
28 231 0
8 114 12
207 7 14
165 238 0
134 171 2
61 176 15
58 135 11
39 170 4
17 156 1
45 8 11
236 132 16
106 239 18
85 228 8
143 219 -1
183 95 19
104 215 5
96 170 6
155 11 16
223 241 14
243 37 19
56 23 17
125 156 8
178 37 7
85 102 20
124 233 0
199 206 12
243 116 2
98 99 20
23 229 16
244 67 18
28 125 19
37 6 10
162 105 -2
157 33 18
65 166 4
55 216 6
162 227 15
74 247 2
195 71 2
82 108 3
27 204 4
71 116 18
87 96 5
152 45 18
109 138 18
25 196 20
68 232 16
175 192 18
152 112 12
50 93 5
110 215 12
63 216 14
122 57 19
180 236 1
201 139 2
138 13 14
179 224 -2
205 24 -2
250 118 5
198 131 8
68 63 3
128 188 12
42 163 -1
102 7 13
178 250 12
2 127 16
123 33 14
126 38 9
116 130 -2
7 243 11
36 196 12
127 228 10
19 85 5
223 201 3
75 9 4
64 132 11
139 229 4
92 113 7
22 142 18
179 47 -2
112 221 13
141 181 12
9 206 4
85 195 2
24 155 0
77 46 16
76 198 15
13 231 10
193 149 4
146 159 16
15 12 17
161 239 7
39 163 0
66 10 20
243 61 16
131 94 0
22 19 2
222 195 20
88 5 15
139 88 13
29 175 1
60 200 12
82 10 -2
128 226 7
145 191 1
216 170 14
219 241 3
248 3 4
139 133 18
59 238 11
170 205 4
209 149 -2
115 140 13
227 11 18
94 8 12
3 121 4
9 126 9
94 56 10
122 133 -2
161 152 8
82 212 20
58 34 12
24 68 -2
169 84 1
196 18 3
221 20 5
239 37 5
47 1 19
67 221 15
203 151 0
224 102 20
170 218 20
166 189 9
143 114 4
119 126 15
200 47 -2
71 85 7
237 239 7
105 199 0
180 71 6
218 199 10
223 185 12
171 230 11
187 179 -1
158 198 4
217 84 18
107 155 19
51 122 13
66 205 17
220 177 2
53 173 3
84 245 7
74 11 20
1 45 17
175 117 19
102 27 4
23 218 10
97 7 6
180 76 18
110 208 11
128 147 16
176 130 17
157 120 18
96 32 4
93 77 3
159 204 6
46 24 1
248 246 15
146 123 3
34 68 16
244 115 5
184 229 19
237 129 17
68 16 14
102 152 14
67 102 5
127 112 13
107 195 3
35 119 9
64 119 0
192 85 3
187 237 7
120 26 8
149 142 5
237 118 3
66 222 -1
188 183 11
158 146 16
246 233 13
2 162 5
98 87 13
55 190 7
174 43 7
141 48 13
96 194 11
108 100 13
29 99 6
36 94 8
156 247 11
197 70 7
41 129 13
174 182 20
239 86 8
200 49 3
151 154 3
230 93 3
24 248 12
188 209 19
158 245 4
152 210 16
6 177 18
107 36 11
203 217 -1
100 195 4
111 250 12
47 20 10
153 50 9
191 122 -1
195 60 8
224 67 20
196 69 5
74 173 -1
41 157 19
67 99 -1
221 80 2
208 206 -2
42 104 -2
69 91 7
155 177 18
160 203 2
76 193 7
158 61 8
100 101 1
14 145 14
249 41 14
115 228 10
141 192 17
160 233 1
116 160 13
84 188 7
174 247 18
156 241 17
94 204 9
218 238 10
108 140 20
113 210 10
247 28 15
119 148 3
203 35 19
75 6 8
95 217 11
66 189 3
51 69 9
180 158 12
108 181 9
54 203 14
239 68 19
101 173 -1
72 37 16
240 61 4
163 103 0
218 224 11
241 131 15
229 113 9
113 37 14
226 181 2
194 37 1
84 22 0
211 152 18
78 16 3
234 250 12
181 237 19
112 120 11
24 131 18
125 86 -2
212 20 1
59 107 15
58 57 1
84 98 19
227 23 17
47 112 10
26 132 1
88 58 13
100 104 11
61 146 4
189 9 6
74 72 14
128 127 15
225 19 2
182 101 8
64 242 14
48 126 15
95 150 -1
175 93 7
102 159 0
215 83 18
232 161 5
63 231 10
5 53 15
22 99 16
162 154 19
104 25 -1
69 183 19
149 199 16
183 72 2
197 202 7
135 90 0
85 196 4
8 230 12
241 230 14
188 31 2
154 137 -1
180 159 1
114 185 18
145 2 13
205 156 13
174 169 10
220 38 0
116 173 20
244 113 9
65 5 -1
226 66 7
245 246 5
219 150 20
210 3 14
24 22 18
131 181 14
117 24 15
213 143 5
87 121 3
124 133 4
23 115 1
96 209 15
79 144 20
51 71 16
44 27 10
165 42 1
187 223 4
69 117 -2
97 144 7
203 174 -1
4 5 17
231 192 12
215 97 14
132 206 3
146 87 5
159 41 1
107 25 5
246 100 6
4 62 4
35 6 5
43 37 20
162 42 -2
204 121 6
200 121 3
241 245 19
192 240 7
18 25 -1
183 208 7
222 179 19
217 230 19
217 34 9
224 30 11
170 240 6
236 110 11
139 142 20
35 133 -1
33 131 6
249 181 5
124 203 3
98 155 0
189 129 15
138 59 10
118 74 11
56 213 4
118 36 8
63 9 11
91 8 7
30 66 6
15 93 12
28 116 5
21 88 8
205 71 7
160 241 14
220 96 17
208 18 15
105 218 4
177 245 17
104 3 9
43 67 17
49 74 1
155 123 0
172 11 11
192 149 9
26 22 18
126 192 3
155 129 7
74 51 -2
86 101 16
3 218 2
231 244 0
111 225 2
166 184 20
97 148 20
31 14 14
161 212 5
49 26 9
238 115 10
21 172 1
249 19 14
104 189 10
97 74 12
190 221 3
146 54 1
35 43 10
34 76 8
84 92 14
180 211 17
246 123 11
206 120 11
182 122 -1
124 245 0
178 57 15
111 28 19
175 38 1
157 215 6
140 121 6
170 225 19
148 75 4
47 5 11
136 117 20
157 140 17
114 208 12
151 195 3
165 104 4
209 53 12
75 171 15
68 100 6
223 197 2
49 103 9
45 187 7
54 24 10
127 231 12
112 39 15
146 5 12
103 243 14
163 217 17
191 28 18
92 226 17
124 150 2
162 144 8
165 184 0
124 235 2
109 240 -1
47 51 7
39 23 -1
24 181 1
31 93 19
235 115 2
247 139 17
179 43 5
239 174 10
107 103 13
182 113 2
164 74 5
157 125 13
179 91 7
73 40 -2
132 72 2
22 33 7
9 53 8
82 72 20
212 67 18
205 129 20
201 179 12
238 28 10
107 78 6
79 204 9
166 231 2
128 208 13
36 77 -2
107 170 7
223 190 2
32 229 1
12 243 1
195 112 6
19 165 1
188 20 9
23 132 13
190 176 19
75 117 14
83 159 19
165 220 6
87 3 9
210 145 15
85 118 16
25 91 19
137 176 5
167 21 4
13 180 19
137 60 4
134 60 10
54 36 11
62 154 17
61 120 12
167 6 6
54 13 16
5 174 11
155 27 18
196 164 5
32 127 16
161 158 17
81 241 12
63 143 1
249 79 8
104 172 -2
120 79 17
210 158 20
59 218 -1
195 246 -2
169 179 4
60 162 20
15 247 2
184 132 -1
93 222 -1
239 108 -1
245 41 5
143 137 20
179 164 -2
120 203 13
45 84 -1
14 63 -2
97 76 6
112 217 19
182 18 6
199 207 -2
116 216 19
219 103 13
147 229 2
128 102 16
42 228 9
2 205 8
89 117 13
90 84 8
75 51 1
195 120 7
223 54 16
115 96 8
9 119 20
118 212 4
199 25 0
250 247 1
55 1 12
29 132 4
10 197 18
148 239 3
115 107 8
90 121 12
224 162 13
216 191 19
170 54 2
202 174 3
43 50 11
208 71 12
185 191 13
155 211 20
197 173 12
161 230 12
152 171 -2
174 91 7
178 86 17
175 106 12
65 93 4
209 41 3
136 183 16
144 227 13
180 226 0
245 118 0
190 159 10
145 198 6
34 24 10
198 117 11
37 231 8
41 49 19
119 158 1
85 131 1
95 103 16
116 112 1
32 130 4
207 159 2
171 40 6
15 33 15
158 118 5
146 205 14
75 61 1
109 160 5
95 156 1
158 83 8
242 200 16
249 246 16
167 182 16
104 156 3
134 64 3
20 186 9
38 216 17
121 192 12
236 160 15
205 39 10
105 81 4
162 155 -1
218 231 12
139 12 13
139 230 8
155 169 1
172 181 19
114 210 3
7 152 -1
214 198 1
81 28 20
236 205 11
7 150 18
26 223 0
223 102 10
48 51 1
19 86 3
160 20 -1
236 179 18
144 161 15
93 248 -2
170 148 9
85 144 6
151 156 9
215 67 7
20 114 6
171 221 -2
198 8 2
183 147 13
142 171 15
199 210 14
127 236 18
180 191 9
7 14 -1
20 146 9
232 99 1
162 6 12
109 204 20
166 206 3
224 241 -2
233 203 15
219 126 -2
160 22 2
65 197 8
177 202 2
152 127 15
157 173 6
94 18 -1
118 26 16
139 221 0
185 229 13
43 9 1
125 168 20
8 179 12
179 53 10
21 191 -2
200 228 9
166 52 5
91 162 1
204 212 12
11 61 0
218 38 4
218 236 15
62 182 7
21 79 11
128 42 1
157 129 2
84 190 9
234 100 16
47 105 9
33 168 12
68 196 15
100 203 17
231 141 12
92 65 9
117 37 18
191 220 -1
124 120 14
187 157 15
64 17 10
89 193 18
25 216 18
17 145 19
183 86 7
229 18 11
95 250 15
153 10 7
135 249 17
171 243 12
117 51 11
74 48 19
235 74 15
223 160 2
97 55 14
94 63 13
17 160 4
4 21 12
187 23 8
193 59 0
243 230 8
19 36 8
31 156 7
201 35 0
112 250 11
72 125 1
193 131 19
248 211 17
172 2 4
213 169 7
38 107 1
193 66 3
193 100 20
202 141 12
69 141 16
228 98 20
114 98 16
40 173 3
77 70 8
90 89 2
165 97 10
158 190 16
114 105 12
60 46 15
24 104 13
94 77 -1
93 133 16
185 189 9
212 237 15
180 103 8
164 160 9
78 173 8
158 114 13
136 68 15
136 22 -2
93 147 3
98 173 -2
145 24 18
85 219 19
160 175 8
125 207 3
161 155 7
127 218 17
114 23 13
212 219 19
65 185 4
15 1 9
94 51 -2
23 104 12
230 196 0
100 242 -1
46 175 11
181 28 3
142 155 10
93 96 1
246 86 12
202 139 4
107 244 13
216 23 3
143 46 18
8 131 17
143 49 12
95 127 -1
75 156 -1
85 179 20
175 69 -2
73 38 20
219 230 15
22 30 1
12 168 11
63 77 4
149 147 18
113 238 12
234 204 4
29 51 19
214 195 17
31 210 17
248 67 3
74 102 14
67 186 11
232 38 13
27 245 17
55 122 5
128 113 3
172 138 4
158 241 20
204 40 0
146 217 5
65 125 -1
134 158 18
188 109 16
56 38 8
138 216 19
134 245 5
173 120 2
243 159 3
79 38 6
50 72 20
245 190 0
117 100 7
60 202 12
60 153 17
232 233 7
213 10 15
134 178 2
177 53 -2
30 187 -1
45 147 12
239 235 15
96 169 6
126 174 -2
34 26 19
133 114 4
102 81 10
81 185 9
52 82 14
74 150 3
178 153 1
247 187 14
98 49 15
72 83 20
137 35 20
42 86 17
231 58 13
127 199 0
100 42 -2
46 243 5
193 4 5
181 73 3
39 21 2
228 240 11
219 18 13
249 250 -1
111 168 14
183 100 14
229 219 8
95 214 18
250 19 6
5 126 -2
160 65 8
96 118 0
235 95 11
107 142 2
196 114 19
77 222 7
40 236 3
236 49 -2
207 230 -1
218 235 15
97 222 19
32 194 5
28 198 7
136 143 9
44 90 20
221 208 14
167 232 13
135 4 0
3 91 5
99 132 13
236 197 14
243 23 12
212 5 15
178 22 -1
218 120 -2
185 147 13
159 152 12
97 198 15
198 154 14
180 16 0
170 20 20
78 246 4
80 69 1
108 171 16
47 21 -2
30 28 14
35 151 10
40 92 2
35 143 12
86 34 2
155 63 12
197 186 17
249 188 7
71 235 12
153 227 3
69 3 11
118 73 1
73 189 8
13 6 4
133 68 4
96 68 20
210 78 12
230 125 12
142 89 7
67 135 9
190 167 16
91 38 5
4 178 11
101 78 5
27 63 13
174 216 19
246 180 9
176 60 18
228 102 16
179 55 0
79 98 1
239 128 4
113 109 2
12 106 3
50 106 1
189 168 2
133 131 5
183 145 14
87 55 9
88 67 -2
69 113 -1
56 27 14
167 127 -2
4 76 18
197 216 10
83 24 5
132 202 15
147 135 4
231 106 9
178 127 9
58 212 3
42 141 0
59 133 13
183 32 13
146 118 10
116 142 12
79 76 -1
102 61 12
187 144 12
190 58 10
138 130 10
234 173 0
234 193 11
106 108 11
172 27 9
242 2 1
102 82 12
101 48 4
243 130 1
45 80 6
210 97 17
212 27 14
198 51 19
146 94 7
247 27 20
194 88 10
96 151 5
169 4 3
52 54 11
164 117 10
171 213 10
185 86 18
115 76 20
226 35 16
71 158 17
129 244 1
50 136 10
52 227 20
145 22 17
199 247 14
80 217 8
160 102 8
34 177 6
195 150 0
12 245 6
174 86 2
135 121 19
148 102 15
197 90 14
41 66 10
28 48 3
28 250 -2
96 219 5
13 32 6
65 58 19
167 51 0
8 25 16
139 132 9
99 28 4
148 123 4
47 241 12
116 249 4
25 101 11
201 14 6
177 181 14
110 71 -1
211 151 8
20 77 5
164 77 -2
116 193 5
15 105 -1
54 114 19
205 214 18
3 65 20
53 223 4
108 88 0
5 128 3
152 65 -1
118 125 7
209 182 9
5 66 9
77 71 15
178 120 3
2 168 2
232 247 20
86 151 13
129 154 10
136 110 8
105 172 5
95 35 15
97 41 -2
173 36 0
46 170 15
148 188 18
145 231 6
32 179 7
136 160 3
140 106 9
11 72 14
125 191 1
121 54 19
157 72 -2
201 103 -2
39 92 20
95 106 0
23 195 14
155 34 1
142 161 3
114 162 14
182 52 4
108 64 0
18 185 10
201 150 16
128 190 2
3 197 14
49 205 0
212 163 1
144 203 0
112 19 20
88 73 10
138 205 19
41 171 8
209 19 12
238 182 7
101 74 9
100 107 -2
215 195 10
221 36 13
190 244 8
18 201 7
9 67 12
171 234 6
98 92 14
219 59 -2
165 245 11
175 215 11
183 114 6
246 95 1
236 146 19
63 67 18
212 81 7
47 152 19
59 87 11
129 212 16
142 56 16
186 204 6
199 39 20
19 101 18
240 231 3
74 65 16
180 190 5
94 238 3
73 86 5
149 76 11
40 119 13
125 20 7
238 32 7
42 113 5
225 244 20
159 103 6
180 58 4
139 180 19
158 65 20
140 188 10
133 140 17
37 42 -2
196 176 -2
35 238 7
208 243 16
209 64 10
4 46 14
94 99 13
194 66 16
26 24 15
79 9 13
97 36 5
246 191 7
38 245 13
107 26 10
98 40 19
230 208 4
181 107 17
74 189 10
10 23 18
216 103 13
111 161 0
97 134 11
145 46 4
133 218 17
12 16 7
23 94 15
17 113 20
239 196 2
204 119 -1
244 219 11
107 177 -1
236 230 4
93 141 8
61 196 19
112 77 6
9 138 4
50 62 -1
211 53 7
113 204 2
180 108 9
188 202 16
250 7 18
56 212 -2
209 13 2
134 136 7
30 217 5
10 68 9
119 198 13
31 176 16
140 175 8
207 129 9
228 117 5
69 94 17
117 201 4
115 18 16
237 249 19
22 85 9
108 205 9
182 226 17
207 141 3
223 144 9
201 105 13
29 28 -1
183 37 2
83 22 7
52 100 5
42 216 9
34 236 2
121 186 1
36 46 6
129 69 20
150 40 17
89 198 9
179 20 14
70 124 19
216 239 17
8 168 9
88 247 9
80 49 6
194 206 11
53 4 -2
137 133 0
164 54 12
32 77 1
137 152 18
250 122 6
243 94 3
26 159 5
196 216 20
75 166 4
147 221 8
81 34 10
111 132 1
47 124 16
52 245 20
56 161 -2
220 241 -1
113 174 20
4 105 0
242 235 12
55 105 13
228 9 14
13 208 0
4 189 2
150 222 18
2 26 2
57 135 0
176 142 6
173 96 3
219 193 16
2 179 14
72 33 7
188 191 3
220 130 2
48 250 15
67 23 13
144 92 15
82 93 18
102 217 1
141 161 11
100 14 15
198 130 16
7 217 8
23 156 6
3 28 12
17 149 4
111 68 0
51 185 5
62 29 3
249 62 1
117 98 18
229 216 -1
75 237 0
188 224 4
151 244 7
182 86 4
176 21 15
246 17 -2
114 198 13
18 43 11
185 188 16
192 45 2
20 120 0
72 141 19
204 217 11
169 186 16
43 239 18
245 202 9
121 92 13
12 244 10
179 57 15
52 86 13
164 183 13
18 149 -1
113 126 4
37 238 18
247 84 12
191 130 1
10 128 17
44 139 12
185 52 18
149 240 15
72 196 6
228 162 15
75 217 7
23 163 2
41 88 -2
176 118 14
65 232 20
124 80 4
232 128 20
19 144 5
121 48 8
215 74 3
81 66 13
106 244 6
54 157 7
30 126 -1
2 225 7
219 184 13
140 179 18
215 116 3
182 53 6
78 105 5
29 218 20
66 176 14
10 174 9
75 127 13
90 126 5
79 125 16
214 174 3
56 29 -1
192 19 16
14 203 11
129 250 12
67 61 8
202 88 1
193 217 12
144 188 -2
69 230 -1
149 203 2
142 113 5
214 207 12
13 118 5
125 212 4
150 125 4
38 42 -2
123 196 6
51 45 6
184 75 6
2 62 8
142 69 10
168 65 6
195 142 4
93 176 14
122 249 -2
211 31 14
78 76 -2
33 233 19
103 176 19
6 112 10
43 244 4
179 238 16
68 18 11
26 170 14
4 131 19
181 145 11
69 7 17
199 221 14
188 168 20
120 207 19
65 26 16
152 151 18
71 137 9
141 75 1
65 18 12
28 155 5
127 234 -2
209 83 20
33 117 16
81 21 19
6 222 18
191 193 17
135 202 16
50 206 -2
166 114 10
45 140 2
66 44 12
191 189 3
101 134 17
162 93 1
215 242 19
243 177 20
9 196 8
231 224 13
145 23 10
208 66 5
190 121 -2
18 107 -1
30 85 12
35 246 4
38 52 16
229 227 10
2 89 14
7 163 -2
242 227 17
153 176 0
31 37 -2
48 202 3
23 188 6
169 160 6
59 184 18
137 211 0
205 134 13
175 220 -1
68 156 11
45 131 5
27 31 1
200 174 5
208 40 17
159 30 -1
121 181 0
153 217 18
131 95 0
98 96 9
239 47 20
63 31 10
148 7 10
68 103 16
241 4 10
139 188 7
193 129 15
102 31 3
116 195 19
64 160 -1
107 118 20
76 171 8
110 233 5
161 104 12
206 66 -2
21 162 17
53 207 -1
87 17 0
186 136 6
61 203 19
87 159 18
151 192 13
90 48 20
49 249 16
164 23 7
104 16 16
215 174 5
35 76 0
180 12 17
51 77 6
217 111 6
64 206 -2
58 149 1
106 101 11
153 30 16
215 136 3
149 93 6
186 234 7
129 7 14
225 153 11
8 205 18
43 209 9
38 72 3
59 48 9
119 166 10
122 11 11
37 82 9
4 71 1
250 120 4
23 64 13
209 101 1
207 211 17
207 196 0
6 77 1
55 164 11
166 120 -2
200 73 14
200 33 16
233 190 -1
57 231 -2
73 120 19
37 124 3
224 204 -1
222 8 -2
195 159 1
188 37 5
50 231 18
144 96 -2
111 53 1
182 239 9
87 44 8
137 82 9
11 167 5
80 93 14
88 11 2
94 25 14
134 142 9
77 153 10
164 157 5
35 62 13
65 97 3
189 90 18
84 80 16
193 55 -1
182 228 19
17 101 2
165 120 17
14 132 19
15 34 0
172 19 13
58 146 9
238 138 9
64 38 16
59 157 -1
192 163 8
52 179 10
191 207 9
189 30 9
176 213 -1
26 179 17
206 209 18
224 201 4
192 217 8
105 75 19
131 56 20
186 168 20
228 160 1
163 176 12
32 104 15
152 214 18
22 215 9
174 110 17
7 124 18
221 38 18
144 228 5
132 134 11
49 239 8
235 125 3
194 247 12
132 94 2
196 77 -1
188 94 7
238 27 18
176 15 17
95 192 19
140 72 6
14 170 3
17 1 1
146 145 7
197 245 15
76 166 0
143 172 19
170 179 5
95 204 19
46 177 14
214 4 -2
99 155 16
197 8 17
123 10 15
193 10 6
180 234 -2
194 93 18
6 250 13
13 242 -2
183 143 11
139 103 18
131 36 20
28 108 7
16 3 -2
141 186 20
147 155 2
104 54 11
2 13 6
112 231 15
129 124 17
80 117 13
55 91 1
217 22 20
47 97 14
76 195 8
90 165 5
231 129 15
167 126 6
169 109 11
151 231 11
134 19 1
84 73 12
37 78 18
115 123 8
18 242 0
188 58 7
91 119 6
80 248 18
