5000 15000
3744 4203 3
3343 1777 5
4077 2566 4
4469 1833 12
2141 91 16
4574 4350 17
3239 355 6
722 1097 4
1817 54 19
4705 4476 10
1030 4669 3
105 941 18
1873 573 12
3924 1295 20
3446 2371 19
3515 3600 3
1 1945 20
771 3390 1
842 99 8
802 965 11
3155 4233 3
1739 529 10
2687 4747 2
2015 4951 9
2075 742 2
1373 4378 10
1176 1711 8
3551 1570 1
3306 707 4
588 1636 16
3849 942 14
2396 3545 19
4831 396 14
2831 2104 12
3082 958 10
3831 1878 6
3911 4682 16
3573 1768 14
3212 4187 13
1685 4664 18
59 1125 10
1585 1228 12
3430 2671 18
2255 3782 5
4767 4555 3
4685 209 16
4113 2370 12
1968 3838 17
682 4407 16
2367 4173 18
633 2358 9
3862 3205 18
1805 1080 9
3353 2490 9
2201 3606 9
3467 3281 6
1424 1869 2
3752 4823 19
1721 945 1
463 1120 9
3464 405 1
3627 3771 14
3784 2943 9
3455 1944 1
3116 603 6
619 1068 10
3043 3187 14
2310 4835 10
4865 4506 9
1737 4206 1
1665 1128 14
1793 2118 6
2032 1982 4
1838 2463 20
3280 483 18
2098 4886 8
3602 3619 13
3550 4599 8
4897 4047 3
2799 905 19
362 2356 10
2645 717 6
3191 3249 13
4665 3406 11
364 2176 15
4021 3241 18
4752 2113 1
3416 2855 3
4377 3888 16
2304 913 6
4156 4904 11
298 3055 11
4780 2331 13
422 2050 14
2041 2597 20
237 2435 19
2324 3065 11
3417 557 18
2106 2174 5
2241 925 16
2030 4132 19
761 1911 5
360 3974 14
2841 784 20
2262 4671 5
1850 3898 14
624 652 14
2408 50 3
3730 4379 11
316 4409 15
3347 711 14
4095 2323 11
2343 579 13
116 4030 1
3861 3738 11
2274 2576 2
1540 3388 20
3479 3418 10
4205 552 2
2978 878 8
773 3492 13
2451 601 5
1463 4279 13
4322 2717 10
2636 2906 5
4172 3323 2
3740 702 16
8 2468 13
4661 2575 15
1871 80 16
1857 1882 8
4403 2349 4
1304 314 9
847 384 19
4683 4920 5
2981 4502 10
4601 3331 16
1697 584 4
3186 2763 12
134 259 17
1181 2111 15
4654 4771 10
4621 2601 9
4949 26 9
4821 3141 19
1708 3146 12
2427 2216 17
218 577 19
828 3970 9
4789 915 8
3347 89 10
555 1378 2
609 2116 3
2165 117 17
2065 1912 6
4306 1768 6
2369 1392 17
2217 217 18
2335 2645 17
1456 1153 8
2774 3995 17
991 4353 15
652 3965 4
4699 3104 16
2425 2368 7
933 3056 7
3469 4592 18
4358 4729 3
1969 4582 11
4092 2760 3
637 270 1
3755 4536 9
1524 3567 4
337 3260 5
4778 1657 12
2540 1297 9
3156 464 6
952 3803 16
529 1175 16
963 1084 10
3462 2171 7
4001 798 8
51 4762 19
96 742 15
3514 3937 10
2278 2641 4
1946 1385 12
2101 1730 12
1829 3003 1
2474 4811 10
2562 129 14
1335 4142 7
3521 2362 20
2765 1128 13
3271 429 16
1941 4228 17
580 506 18
1543 2718 10
2808 2393 16
2571 722 11
1890 246 17
2088 1254 5
1293 987 9
4488 2093 17
190 1328 4
3179 3758 2
2175 1057 13
475 3662 14
3320 3153 20
1835 2848 16
1038 4038 9
765 2890 2
3364 2727 6
2516 1581 8
3220 548 19
4698 196 12
941 1354 8
1334 2957 12
2388 2809 8
1828 4770 4
4783 502 18
900 1425 6
4728 1601 10
4902 1842 9
3851 2773 3
735 2075 4
3178 2978 6
832 1461 5
3445 2351 20
3351 71 18
1366 595 5
4253 1896 8
1879 1445 18
1453 4041 12
2447 984 14
3690 4923 16
1092 4483 3
507 3805 1
4870 1682 8
1181 4414 10
3445 3345 20
1203 3044 7
946 773 11
2731 3023 5
1882 1230 5
364 3614 13
121 844 17
3641 4665 18
859 3759 19
2092 3590 7
1777 3323 2
2893 3433 9
234 1360 1
107 788 14
1809 850 8
3580 352 19
1511 676 1
4197 2503 10
2739 1152 9
4352 1190 2
471 1994 8
766 2878 12
342 1240 15
4652 680 20
15 2378 19
3455 4221 5
3802 1907 8
3319 4001 2
1501 2840 17
4053 4981 3
3704 463 9
2792 4426 7
84 3705 4
2004 2046 11
4176 2865 7
50 602 16
1784 2649 6
3778 3350 5
367 2622 7
3746 3739 6
314 2953 3
2753 1100 14
3806 1841 17
387 1279 7
3442 548 17
2918 3231 2
518 4268 20
499 3720 6
3402 3808 1
1646 2278 18
870 1114 9
322 373 5
2216 3645 20
4815 402 16
746 4787 8
2926 3960 14
3079 4074 14
1877 4644 13
2145 538 17
1379 913 4
750 4635 7
658 2674 5
3064 4309 7
1197 4474 8
1112 3128 15
54 323 14
3800 4884 10
4836 359 6
436 2139 12
789 1334 1
2607 2440 20
4193 2795 18
2649 3888 11
4164 3168 13
2786 1020 5
2776 1182 3
2365 3727 15
1347 4770 10
2189 4442 18
759 3106 8
2599 1080 9
4537 2032 2
3992 3106 11
2300 191 6
4066 3928 16
1891 1683 19
1028 3258 6
2472 1830 16
3768 2250 14
4747 82 14
1966 2939 2
572 2389 4
3200 438 15
4500 138 8
4742 1784 10
3773 3478 1
4446 1941 20
1110 2118 1
2333 4272 9
1324 2627 11
2097 3747 9
4777 3358 3
1624 3537 1
4726 2933 14
3571 1936 16
757 1182 11
3902 1276 5
4417 1809 12
396 2687 4
2972 3628 4
3830 4514 16
4020 820 4
2817 1880 2
3135 4400 11
4508 348 19
4159 3857 7
2676 3920 8
4487 1980 5
3046 3153 2
4788 4169 2
4048 4634 20
1403 903 3
4797 3995 17
1241 3290 14
758 4967 1
56 570 18
934 623 13
2012 3690 19
98 4341 6
1007 3234 12
2195 468 20
3722 1479 3
846 2967 14
3567 3486 5
1164 2762 12
3919 5000 15
3602 894 14
2833 1946 5
375 1786 3
79 3358 19
3805 1180 14
210 3024 5
2667 1040 19
1305 4743 3
1458 1798 5
739 1285 8
81 789 14
1495 3697 4
2384 3063 18
2444 2298 14
1028 4782 6
4323 1683 14
2381 936 3
2131 2660 6
4265 4370 13
2917 545 1
2760 2484 3
4081 1348 19
3197 4180 6
1649 2672 8
3312 2306 2
714 2080 10
3408 660 19
3908 1198 10
4136 1849 8
1125 2543 19
3975 1211 15
3557 1286 9
56 3773 19
1535 4578 1
3116 3860 3
1292 1560 7
3947 928 6
1568 3212 12
1312 4906 6
860 4062 4
977 3660 17
19 4357 16
4185 2695 10
3439 939 13
4899 4538 20
3840 3502 13
235 6 12
1717 45 5
872 4661 11
2648 191 9
4099 821 15
221 157 3
2580 3695 5
2059 1069 14
3932 3939 1
4448 5000 4
2823 3096 5
799 2582 12
2519 3329 15
413 1476 5
3826 2610 20
3139 2014 1
539 40 19
1578 3232 11
1866 3493 5
4859 2121 6
4148 3872 13
3120 1318 18
4951 1691 12
4877 398 14
1876 2691 7
14 3261 12
4600 3780 4
4859 3237 5
1557 2792 19
4563 96 1
3190 2592 17
3135 2696 17
390 4480 4
186 547 19
3460 289 9
592 2288 2
2481 2973 12
1108 3543 14
2575 3010 19
2100 4658 20
2345 2110 7
3054 2180 4
3570 4515 5
4659 2800 7
700 2573 15
1123 2494 1
3881 181 17
3053 2597 7
436 4448 17
3584 4560 20
1081 1943 20
3057 4781 20
580 4966 13
214 2173 16
2656 4174 17
2875 4326 19
3930 2962 7
466 1594 5
3122 1381 8
4811 3541 19
3746 728 6
4542 1844 15
4792 1681 18
680 3276 15
526 2320 3
1330 3879 17
608 3418 9
1288 3287 20
2393 2018 18
329 3828 12
4909 4442 15
403 2098 1
58 3891 12
2541 3330 8
3827 73 13
1939 515 11
4196 2935 8
2286 2277 5
2258 203 5
226 796 5
3761 4743 1
3990 1869 11
3185 4278 9
3658 3980 8
2965 851 18
1311 2344 4
1892 2307 9
2062 3498 4
2722 2457 18
3512 2878 9
2376 3709 16
1599 4820 10
2432 3923 3
2371 3366 9
2470 321 16
2667 4652 12
4042 4577 15
4332 1207 18
2404 3755 19
301 1286 9
2738 1306 6
1565 4375 19
2949 1798 19
1172 898 8
4560 1887 5
4267 470 12
1795 2925 1
3661 2943 7
2214 4046 19
4562 2883 14
3916 940 6
3984 4459 6
2080 910 11
4064 1963 5
3888 1407 6
1596 4333 8
3204 1223 10
2473 1906 8
321 4821 2
1771 360 3
2633 1968 19
4323 340 5
61 2802 13
4958 3770 7
1414 4803 17
3281 2911 11
495 161 14
423 4932 10
3432 553 16
4095 4431 3
278 2620 14
3652 481 8
3757 678 20
4795 3629 13
1174 3482 7
1839 2383 16
3084 4198 11
4856 999 18
1487 1229 10
3801 4542 5
985 1395 13
4209 1178 18
2133 4527 10
4659 762 11
1648 1670 7
1693 2754 19
4142 781 18
2168 1178 13
4933 253 9
306 2432 20
3071 2925 8
420 3448 2
1102 4322 7
3161 2463 16
3211 4793 9
1649 2609 11
684 814 19
3132 2572 18
2410 1166 2
2372 710 4
4096 3382 1
3422 2793 6
4747 2175 6
3622 3310 9
2301 3018 7
2707 73 14
3881 707 7
327 3757 14
2339 1196 8
2966 4448 6
300 2595 8
194 727 16
2433 1232 15
3333 2340 10
4341 3877 5
1171 682 10
1258 1703 1
3754 4065 3
168 2031 11
2497 1682 12
1717 3581 8
4411 2995 15
4845 150 3
4581 505 2
3887 1939 5
1063 1959 19
255 2854 4
4298 340 16
2167 1704 19
3733 1974 4
41 2094 2
4720 1515 15
1772 935 12
685 4937 19
2623 1333 5
1077 1461 15
289 4866 9
3909 3123 11
2387 3286 20
1103 163 20
972 3683 11
4193 4670 11
531 1999 7
580 423 1
2345 2357 15
1063 2726 5
1194 93 19
1859 198 16
354 3275 19
1662 4031 15
361 3608 3
3584 3352 20
130 4017 15
2242 4065 15
2908 2201 18
2739 3293 10
2537 2741 12
1932 2768 15
583 2115 18
4553 3011 19
2905 332 6
4735 3730 14
2490 139 13
3427 1204 13
1508 614 5
446 4292 3
4652 43 1
4675 3234 18
1460 2664 7
4018 4901 5
332 4910 2
3036 632 16
4116 1001 15
4260 329 20
598 1959 8
4694 256 3
218 2627 14
356 1091 5
4734 2613 10
3602 195 18
3184 4393 11
4028 4492 7
1251 209 7
3532 3820 19
2586 1232 7
3085 2491 11
3605 4768 5
4134 834 13
4209 4694 3
4470 4438 3
928 4002 15
52 3955 1
1097 3959 11
726 105 4
3819 1290 19
4041 4410 13
4290 3373 2
1359 2293 11
3857 3270 19
655 4146 11
3749 4498 3
3141 2037 9
3727 4332 15
709 2105 11
1924 4445 20
2062 1944 15
3511 4140 8
3720 3598 15
4250 2173 10
971 3752 10
2153 2382 6
1734 1414 20
4463 136 16
4848 223 1
1287 664 9
4907 3278 15
1090 1702 16
4411 527 18
3377 1945 11
1684 2323 6
2582 1804 6
3188 2416 2
1796 4970 15
3354 1272 3
2858 4979 16
1217 1264 4
4522 1951 2
490 2265 9
590 3088 10
4896 2451 5
4139 4188 1
1310 2419 5
2572 1518 17
2766 1852 19
1011 4289 19
2643 2173 10
4326 2955 1
4713 2099 18
4737 535 16
644 1676 10
3161 584 4
1645 1231 6
700 1862 17
4053 3517 18
1718 2671 12
1724 2653 19
321 4459 18
2798 1360 1
1947 3787 19
3969 2901 10
1434 2953 16
4441 321 6
4591 581 16
2760 2395 14
800 4074 12
916 515 4
1900 2029 8
252 4858 3
1895 3294 9
943 2926 6
2689 2103 14
4530 2778 14
2241 1184 10
4410 1694 17
1579 400 4
1867 249 17
3723 4673 18
412 2241 17
4319 3987 16
2284 4887 18
3871 3113 7
713 1778 20
3080 2957 20
2175 916 18
1996 3089 6
4396 3130 2
3841 1343 16
4308 2727 3
2197 4293 14
1616 4412 3
4006 936 9
1999 1184 19
2971 2992 12
4290 782 15
2163 1944 12
3545 1090 4
1204 3976 17
3489 2319 18
3886 4936 3
488 2861 18
4686 2464 18
4685 4892 12
1098 4102 7
1765 3734 18
3643 1441 17
1376 3085 13
352 3708 16
2703 4414 12
3637 824 3
3515 4274 20
4541 1691 6
2815 27 9
1954 4223 20
125 3909 12
720 4269 4
3128 3525 2
1864 2647 20
2851 3096 17
1926 4125 7
2716 1091 9
3828 3623 4
1674 2027 8
4621 3693 3
568 2718 18
1786 3301 13
112 4152 19
2576 4416 5
3348 302 13
2317 4368 14
3509 694 14
1312 2709 5
4179 4250 13
3208 4316 2
3354 4455 3
1152 2137 12
2432 955 12
4911 2670 18
1374 2224 3
2634 977 6
4981 2782 13
1234 4354 4
22 4300 4
12 3056 9
2110 898 16
3447 1873 1
4946 2222 13
4592 2912 14
1061 2513 19
2507 1426 14
2040 1275 11
23 3117 10
1464 2505 5
3551 4414 15
579 1208 8
504 2340 1
1058 194 6
2610 3360 19
4150 3688 3
4677 1222 4
4853 4233 13
1004 1773 16
2242 2675 18
3796 4906 13
4894 426 12
797 1734 20
3234 4231 14
1212 2747 14
1058 2328 20
3020 536 17
2844 3883 15
2707 4939 1
2998 228 20
3755 463 12
4118 858 13
2754 3068 4
4870 4927 4
4790 671 12
1894 1855 12
1868 3194 3
601 1005 8
206 4312 6
206 3517 3
4671 3975 3
4770 477 11
3643 3090 8
1208 4799 18
2476 317 4
1834 3082 4
2722 1118 18
4309 1745 20
2397 3698 4
4286 4836 18
1498 3545 19
1206 4886 18
2755 4291 5
1533 549 1
3717 624 2
418 3140 3
2957 1918 13
2748 2558 13
1267 3993 6
1836 428 3
859 4526 17
2610 475 15
1210 1578 12
1549 2535 4
4830 3449 1
2416 425 19
1639 3223 8
2109 2256 1
1824 3844 7
1506 1197 8
3045 1098 4
2712 3758 12
1621 863 18
1020 1706 10
1954 4797 19
250 4483 14
2047 714 17
1525 1600 13
3896 254 9
3711 1031 1
997 3283 13
290 3487 1
4373 4370 19
1448 3025 9
4061 4083 3
1202 2999 12
942 1817 17
2877 1655 1
3213 4298 4
4517 706 17
3288 264 12
3798 4275 4
2127 1852 6
4552 3013 5
2239 2558 13
78 4758 6
975 2700 1
663 4332 1
864 4747 14
1983 471 2
4272 976 16
1490 3546 15
497 3243 9
4574 1266 17
4544 1758 19
3341 1925 2
1494 3383 18
216 1034 17
688 1490 9
2773 4315 1
4353 247 6
2877 4074 12
4607 1563 18
1357 2947 2
2379 341 15
771 2514 13
4591 3192 11
1194 4596 4
637 4055 2
651 1573 2
1573 1783 5
1748 2281 16
1547 4501 16
2134 1025 9
4756 2235 1
3939 2227 17
1812 2632 4
4051 3005 5
4644 3515 3
4932 4328 8
468 4862 19
3450 2280 2
3704 1982 19
1279 2897 1
4413 1637 9
107 4699 13
1729 726 12
4809 2632 6
3682 4181 4
767 1165 8
3850 4657 19
3074 4792 18
1380 1768 10
3547 260 1
311 531 8
808 2580 6
2520 477 2
2969 3429 17
1598 3913 1
4846 2404 3
4118 1713 9
775 4687 15
1989 3389 4
392 4748 7
4075 2533 8
142 3562 3
4535 4899 3
4374 1488 6
1818 3339 2
619 1956 20
2874 1546 7
4404 1264 14
1004 3384 20
2059 4391 2
4628 4042 16
1112 3051 10
874 3051 10
3143 1404 2
597 3904 19
834 2550 6
1246 2633 2
152 4291 9
339 263 5
1616 535 1
995 4279 17
2583 1518 18
4377 2719 5
1067 3820 14
1711 1878 17
1578 2479 6
2811 4207 3
2385 2247 14
4169 4332 4
3862 2675 9
4599 3502 6
3668 2213 3
2389 3183 10
3963 4570 16
1458 691 8
4572 1990 4
3371 1743 1
2787 1217 8
572 760 20
4121 1352 15
3360 811 3
2965 175 2
477 4368 19
3670 1054 10
2327 2660 11
4100 2136 16
3281 1690 16
4390 981 14
2823 2367 4
2191 1852 7
3674 4872 12
4809 3238 14
3132 2660 20
1160 1614 9
4130 2414 19
1573 3862 14
2779 3846 15
2516 4907 4
1990 4407 20
2517 1653 19
1230 3072 8
3438 930 19
3067 223 8
293 4279 14
3795 1974 5
3701 3346 12
594 566 3
86 4071 19
593 291 15
3220 3275 6
823 3621 3
843 1647 20
442 4548 15
293 2002 11
1977 1318 11
1418 747 18
4540 2855 11
710 2614 14
671 772 15
2985 2449 11
932 4024 18
4938 2167 11
2967 1431 8
607 636 1
455 2361 13
3711 3368 4
721 4461 20
3944 2142 18
51 2291 19
3905 2032 19
3919 4098 3
2470 3408 13
1231 348 14
3666 3844 16
1898 1688 8
3050 1321 17
3389 319 7
2275 474 16
1458 3586 18
1987 895 1
4779 712 13
1030 4405 6
1821 3919 3
2204 719 5
2554 2361 10
671 1318 1
4589 2146 17
1608 677 1
1833 1739 17
1411 708 4
1135 2325 10
214 1030 11
4847 4845 6
546 1470 14
1754 216 9
3716 818 8
1011 3823 1
920 472 20
4230 1647 2
3360 2326 1
1361 422 18
407 391 13
2453 2090 8
381 2297 5
535 4609 16
4509 616 1
3765 4424 15
1884 785 20
4296 4861 5
3585 3007 11
3667 1555 1
4203 1141 18
811 901 2
2268 2727 1
389 2703 13
1679 2282 17
2014 4133 18
481 223 19
1454 4491 12
2607 587 15
1289 4507 2
1980 515 4
4473 1326 15
956 774 14
1117 2674 12
1863 4808 13
443 2103 20
2222 2208 6
1579 4259 14
4350 1058 9
1247 1810 1
2530 1040 10
148 1358 18
2692 1227 5
338 4287 13
1501 3096 7
1837 4677 3
1424 3355 2
1742 4229 3
1338 4441 19
3829 1007 13
4035 3058 8
713 3988 15
441 4132 9
3225 3393 2
4761 2011 20
1429 1299 15
4116 4136 4
1989 1522 6
2095 1268 5
3241 802 15
3199 4687 2
3296 2024 7
4397 547 11
132 3875 10
2776 1540 17
2721 1622 13
4565 2365 19
4274 3960 18
1911 3301 10
4944 3695 5
3446 4652 19
1556 2187 6
1329 757 11
3764 828 3
3019 1398 19
2752 4610 15
2362 2891 6
3031 2226 5
4611 768 17
3712 3805 4
3235 2906 16
1373 3605 9
4584 1957 1
2278 609 4
3969 289 1
3513 4595 15
494 155 7
3126 3097 15
2997 719 10
2353 1240 3
2366 856 1
3525 2607 13
981 2149 10
4177 2423 14
2919 3871 6
1906 1901 7
569 1006 13
2445 642 1
91 834 3
2128 470 1
3818 590 19
3551 2877 7
843 4789 2
2646 2093 9
1733 2993 11
3090 3309 6
1723 3054 18
3161 3458 1
37 54 17
2453 2072 4
2144 1486 19
1767 909 5
1204 4147 1
3367 1748 16
2143 1680 13
73 2044 8
792 4328 15
1709 1575 10
2546 967 17
818 855 7
881 1911 15
1540 2604 6
2659 3240 15
269 1490 11
3534 4814 8
2849 1968 2
1252 215 10
4795 1703 2
3168 4816 4
153 4560 13
4789 556 12
512 1731 17
2556 4192 18
4246 1818 20
2308 3806 15
3847 260 10
4774 3218 9
645 2256 6
2713 1920 12
1643 4175 15
1637 3363 14
1865 244 10
1750 319 10
2202 3313 4
3645 1260 11
4914 4747 8
502 2073 7
1481 2657 2
1926 527 13
1444 3113 4
819 4043 19
1404 1280 2
4677 2133 14
845 4822 20
467 465 8
2575 2130 19
97 2770 18
1648 3559 11
4563 3044 6
2938 3306 13
1705 4511 10
1110 777 3
747 1494 5
1079 4065 7
4260 3780 19
1649 3646 8
2936 2461 19
637 2792 4
3627 3218 2
1734 835 15
3094 1337 6
3354 492 19
1173 519 3
1963 144 20
2038 2310 11
328 609 7
3996 4331 6
4357 4627 14
4734 1401 12
2238 1705 18
1955 1933 13
3049 1234 3
488 2281 5
4821 4556 6
1801 1470 14
686 967 2
3541 3518 5
2901 3202 15
997 2408 5
2267 1452 14
2517 78 16
4167 167 20
1737 500 13
1200 4495 20
1319 3218 2
1602 4919 6
322 725 7
2049 287 16
4319 4791 11
2847 1523 4
383 4195 14
2165 3037 8
3875 2652 20
3334 3983 2
4852 90 13
4429 663 20
1065 907 19
734 234 19
4139 2994 10
4381 4708 1
2897 4685 7
4280 1508 16
2434 4206 5
289 4884 15
3654 2233 16
1108 3383 11
150 716 2
4049 4924 4
3383 1735 14
57 4138 1
418 4975 20
880 2610 17
915 4658 4
334 499 8
4494 1465 16
228 124 19
1342 255 17
328 4677 19
2650 400 8
413 2445 6
1741 2063 19
4863 1915 17
4420 3733 1
4855 1436 9
4505 4898 4
2417 2002 9
715 1764 19
1723 3417 11
1089 4834 7
3874 520 7
3794 2920 1
