5000 15000
3758 1165 1
4693 2359 12
2656 555 19
1355 3432 12
16 1563 15
1791 1553 9
1779 2901 1
2581 2386 11
4031 262 5
4874 646 8
3264 682 5
523 244 7
722 1433 20
2932 1252 5
1853 190 2
1480 2071 13
3803 1432 19
530 2598 7
3739 205 12
3202 1390 14
1592 1444 7
2448 4136 14
2653 514 16
4860 4535 19
2264 4976 2
4230 940 14
853 2735 14
4017 1504 9
1599 2517 3
4058 4209 9
1065 4298 4
3477 3288 16
2784 2623 12
2630 3559 10
4948 3046 4
186 3169 7
4811 2354 7
3204 1197 16
2329 4030 16
27 1201 16
2453 4053 3
4047 3480 15
2199 1680 7
295 4664 13
2437 2470 2
1923 1290 19
1847 3949 17
1926 1447 7
3163 175 13
2818 4656 8
3770 2347 19
1341 3146 5
4065 432 15
1578 3757 15
4099 525 4
3516 3371 9
4886 13 8
2699 1908 2
4175 354 15
645 4665 19
4696 3566 13
2540 2306 13
121 1721 11
3418 709 16
1344 2031 17
2851 2550 19
2952 4047 18
4772 3842 3
3848 508 19
550 3150 8
1325 3963 2
197 3509 11
1741 408 13
3231 4519 14
724 3731 1
3025 3054 9
320 2983 15
278 3172 15
894 883 4
2661 4611 14
1271 258 10
4180 2197 2
3215 1807 8
4575 1745 6
4881 984 18
3260 3040 12
250 3215 19
4183 1063 11
278 1146 15
1765 2841 7
2757 4878 4
2339 2584 20
485 4297 5
4706 1176 12
1391 946 6
1816 2333 5
962 3164 17
2124 467 11
1583 2763 12
405 4306 13
4674 2200 16
478 1477 5
2389 3882 7
636 2487 18
3812 4911 5
3962 4425 8
4293 4052 1
687 3043 16
4 430 16
2312 4042 18
1490 3310 16
260 3096 16
4451 1019 11
3828 2487 17
573 1586 16
1958 2799 12
2948 4202 17
4766 3267 12
4034 4300 18
2335 2372 4
1076 3022 17
1783 483 9
866 2946 13
4933 1517 12
2393 1023 16
1315 3769 17
2683 2692 10
1101 2058 17
3689 2407 12
4369 3184 15
803 2195 19
3002 159 12
4070 3390 1
140 4510 7
2252 395 12
3969 2931 12
2858 3680 18
2507 183 20
3660 4472 15
2482 1314 4
2670 3579 2
4281 1223 2
3457 639 12
894 891 12
518 2157 1
297 118 2
3357 2828 14
1056 2051 12
3300 903 20
734 2585 3
3999 4582 18
1394 4864 17
767 789 7
857 3024 6
2914 4878 17
2680 2232 13
101 1379 5
2302 2059 13
1191 2527 11
2995 887 16
3762 546 12
3914 4089 10
3116 3288 8
2159 79 15
623 1495 3
1907 3916 2
2809 1040 17
2805 3829 13
1688 437 19
4888 3007 13
3636 3022 18
2393 489 19
3775 4518 19
192 2515 3
1475 3993 9
1986 4867 17
739 450 20
1947 4140 2
2398 3760 7
3366 653 1
447 4189 8
1996 964 16
1516 665 8
26 644 11
1058 4495 10
2469 4867 20
1022 1810 6
205 4109 8
2670 1049 18
1571 3746 19
1280 1995 11
1237 4813 12
1912 760 2
83 4052 12
3744 337 16
3367 4061 7
4355 4709 9
3849 535 2
1155 2193 2
4455 835 9
4336 2481 4
4167 4741 15
980 4111 1
1444 3735 1
1864 2730 4
4201 3259 19
306 3002 5
1324 4407 18
1230 1150 15
4740 1753 2
4996 1845 1
3391 442 11
238 3431 2
3777 2831 13
4339 843 4
1383 4681 2
4845 176 8
4409 1381 20
4772 3153 2
3533 1179 11
4137 583 20
2652 1917 4
3510 3316 3
1427 2921 5
2646 2509 20
1575 1756 20
3349 1265 10
4141 915 6
2569 3611 9
2439 1829 15
4905 912 3
1736 2858 11
3905 929 4
4779 2160 16
4859 2619 3
1582 2876 18
1022 3520 17
463 4547 11
4958 413 12
3841 98 7
2957 993 14
34 417 11
3855 2937 3
2609 1021 2
3349 2040 10
2042 2203 7
1222 4536 18
23 1281 10
948 2699 9
4261 3340 12
1394 4794 14
2721 590 9
448 2257 14
884 2628 15
122 3415 5
2102 3608 12
2708 2300 13
3875 1842 5
4233 2364 11
1359 904 16
2692 3092 18
2202 3130 20
2353 2734 17
4568 364 19
1946 2201 3
4551 2767 1
224 325 5
3164 2557 10
279 4991 12
478 3530 5
2907 1335 15
3792 2026 8
4879 1352 14
4302 2822 8
3908 2758 7
33 1895 14
1777 3144 6
3842 295 16
1797 1304 4
1212 1022 8
4801 307 4
2058 408 10
4309 2734 9
2996 3689 3
1051 3174 16
4348 4985 8
3628 3930 12
1725 2447 7
3143 1115 4
868 4651 14
1152 2595 8
331 253 1
4983 2483 6
3981 2118 16
1429 1756 12
2044 4076 13
3283 3589 16
4207 2622 19
613 2388 7
1268 1595 11
2936 3696 20
3557 1154 13
3975 3028 11
996 1155 15
4540 2535 14
881 3495 20
1284 1273 10
1246 1536 8
2855 2573 6
4770 1935 19
2140 3846 9
4629 677 5
1475 2192 13
2819 570 17
3371 2600 5
3373 2284 18
4064 2011 16
3115 2132 3
618 4425 10
1086 3452 10
235 3094 6
756 2684 18
4551 76 19
3855 613 4
4881 3743 12
4922 1516 11
1852 1643 11
281 945 1
1204 1006 11
900 3197 3
2101 2462 7
4527 1719 17
2954 4444 19
4570 4869 1
635 2178 3
2530 2396 4
469 2984 4
3822 3393 6
496 4518 18
1331 2797 1
403 3966 1
2283 4425 17
3877 4661 20
1739 558 11
220 2059 6
1142 3183 3
1653 4555 6
3146 993 14
683 4723 10
903 1739 7
2 1399 4
3705 837 18
4263 1532 1
4874 3493 9
1490 14 6
2961 2501 10
4061 305 18
4457 3384 14
4706 889 9
4280 4411 4
1392 1981 1
4053 1902 4
532 3769 11
855 3306 5
2231 654 13
4030 3411 7
764 2087 5
2896 88 13
148 2622 11
1151 3467 6
147 4692 16
2309 3707 5
1930 1744 18
4092 1516 14
126 1701 2
1396 284 3
4468 210 10
4579 1721 14
2119 4809 10
4611 1806 19
1645 1926 15
1570 1858 19
960 4505 18
1180 496 18
3093 1857 7
3093 2580 2
2371 4315 7
1026 1430 18
2790 2756 3
1936 990 16
2398 3657 3
4861 2658 18
4226 2168 15
804 1348 1
3783 3017 17
1595 3560 4
1160 203 12
3302 2693 15
4612 1056 15
3996 4642 20
4017 1661 17
4873 3396 20
2942 3596 10
1042 2706 5
1428 116 10
3261 2347 6
4367 891 15
3998 2928 7
2878 2911 14
1900 478 16
1308 1168 13
2721 4145 20
84 4854 8
2715 3998 20
2583 2103 17
320 46 20
3538 624 7
1072 1802 19
1375 2704 3
2719 1042 4
1158 3634 20
2860 123 2
444 3155 5
2781 1408 12
1915 2101 3
3183 3465 14
735 3904 1
1026 1676 8
1709 3336 13
3504 2900 3
990 4870 3
2315 4009 9
4056 4604 4
4191 3147 16
2357 1316 1
1393 2791 2
1496 1808 6
2735 2791 17
4502 4800 10
1760 2172 9
3952 4109 20
22 1280 20
2560 4857 6
4506 3820 7
108 1481 19
2472 2576 4
2004 1654 2
1946 4151 3
2563 4044 8
393 2759 10
189 1783 2
3594 71 1
1527 2166 2
2451 1642 12
4805 1086 5
1334 4998 8
4026 4613 17
3082 130 10
4161 4155 2
4398 4113 17
1150 611 17
162 2619 18
4580 4371 18
598 694 1
1577 98 20
83 3631 16
1672 3316 6
4037 3559 8
28 2334 8
3976 3878 8
265 2657 11
917 244 3
4405 2147 19
785 3130 4
309 3095 18
3819 212 5
480 1727 19
104 367 6
357 2983 19
1450 774 8
2867 3529 8
4185 3510 17
2201 2387 20
3849 3883 11
611 937 10
4107 2387 3
3379 199 16
2380 4517 6
810 2707 5
3049 680 12
325 4265 6
3055 1784 1
1082 514 11
1781 875 5
4929 3722 17
713 2635 15
1984 1044 1
121 3869 4
1431 1783 5
698 4675 4
1183 3964 12
1952 2961 1
3876 3029 12
1122 4674 20
2337 4896 7
847 3178 13
3426 2179 11
1309 346 2
623 4418 8
21 1498 14
3121 2486 9
4334 4142 9
2382 2007 14
3972 2611 16
2967 52 14
4985 3662 20
3186 3521 17
4913 3956 8
2371 1845 5
941 1539 19
1141 4878 17
2628 3579 7
1859 1037 9
4568 3409 10
2214 3150 13
4110 1135 19
3742 3745 12
1203 4167 7
70 2884 1
271 3109 15
275 4545 20
1798 3933 11
3516 4173 20
2180 3555 10
1997 1170 1
3146 224 13
3505 829 3
634 4238 18
2489 311 20
4130 1507 20
1082 1616 19
1750 4024 20
3619 3768 15
682 2187 13
2272 2648 1
3631 2280 18
987 3602 20
3752 3553 12
2992 893 3
3105 2645 17
462 2303 2
220 4612 9
2618 508 4
724 2475 6
89 3378 8
489 1696 17
3463 3290 7
4263 4491 19
1296 4888 14
3830 1484 7
2882 1984 5
2582 967 5
645 605 16
1339 3320 17
661 4114 2
3594 4378 14
4107 2779 18
262 3417 15
4644 3919 9
1921 3057 10
2456 3050 6
3465 699 5
148 3101 18
3810 976 5
3709 2652 10
4282 4304 10
1335 2083 15
4651 2431 3
2655 1710 5
395 1678 14
1978 1586 19
3544 4993 1
4160 4537 16
2807 2148 4
1738 2420 3
765 2541 19
1572 493 14
4254 927 2
848 2070 6
4912 1503 12
959 3367 18
1492 3862 4
1268 543 20
1635 4569 13
1114 1464 16
4347 1080 5
1587 1340 8
4460 2979 2
4824 4410 7
1575 4051 16
2170 2228 20
3261 4064 13
3874 2111 10
79 4511 8
123 724 2
4945 1890 8
1852 3311 13
3986 4379 15
1097 3919 10
4745 4037 3
502 4976 7
1463 3023 5
2765 4368 15
1249 1786 19
3609 4422 7
2337 1200 5
1286 283 20
2326 1992 4
259 4994 7
3866 509 11
1799 3968 3
2405 4851 7
1530 4311 5
2353 4899 16
2471 911 17
2575 3782 7
2162 4983 3
1661 4006 14
1248 2910 19
741 3657 19
775 3633 2
2023 1288 16
2210 1572 2
4224 2883 7
4498 4596 9
258 3026 9
3854 1338 20
4856 1105 4
232 832 19
759 1804 10
4189 2790 7
1917 4616 6
3629 3348 12
2853 3491 20
2917 1047 19
4024 2472 8
3740 1997 4
280 1447 16
2018 998 6
4798 3931 17
2294 2233 18
4561 2209 3
2485 2689 5
1737 3460 2
4429 3428 9
4498 4640 20
223 3521 8
3256 1688 19
4171 4613 13
3667 3359 6
3701 1247 19
2613 3802 15
4322 263 12
597 1273 8
32 40 7
2315 4486 16
3664 2202 11
3256 893 13
2953 4384 10
3427 3922 13
4028 2278 8
2437 4252 3
2059 208 17
1585 694 9
302 2242 16
3633 4703 19
3076 4365 7
1110 599 12
1317 3416 11
228 2580 14
2975 4239 13
3011 230 7
2171 3313 18
1959 839 20
4201 3048 15
432 1548 10
1761 4907 17
4115 3671 18
4653 2520 3
1186 1724 12
4381 215 10
100 3661 17
2321 3785 8
4703 930 14
3774 1721 15
3126 2224 4
217 2946 13
4992 3072 4
1175 295 17
1791 2448 9
3495 1946 10
2305 2022 13
2539 630 12
4224 2400 14
4675 262 10
3665 1431 11
2148 60 20
1571 2511 10
4704 4910 5
4574 1530 6
4788 2772 7
2532 2247 12
4445 2101 6
2429 2557 4
871 2466 18
250 4763 13
2864 2163 2
2132 4392 12
3145 4754 2
2681 3409 8
3093 514 20
2987 2684 13
8 3916 20
2696 2181 17
4620 2867 6
3102 168 16
2893 1033 13
3468 4053 13
178 4630 11
1656 2141 2
4371 4928 5
3508 2792 1
485 3663 15
769 3796 10
2231 2411 6
1284 3385 4
1203 4940 18
1212 2942 3
1214 511 19
2726 613 6
460 3820 18
2716 327 20
2985 4492 9
2027 265 12
951 2122 10
2574 1638 4
3443 83 7
3375 643 19
4953 285 6
2865 4264 10
1785 3607 20
3380 4074 13
1090 3774 19
3944 2112 8
131 2332 13
2161 110 11
1566 4675 16
4195 939 1
4023 357 5
3302 4271 6
777 1601 15
3874 93 13
4858 103 10
93 819 6
4353 1985 15
3599 2851 11
4736 4185 16
3616 4570 17
1785 4408 10
64 2611 5
2834 1637 16
2161 924 5
3392 3774 9
3830 1449 12
2323 3834 5
603 4027 14
214 569 17
2317 1453 7
3687 3160 19
3931 2262 9
3731 2122 3
1228 4174 7
3520 167 6
3031 1194 19
4855 3113 2
84 3676 16
3310 3734 18
4068 1000 1
1684 4338 17
3350 701 14
2165 2702 2
3000 844 5
858 2917 18
1158 3731 8
209 3435 19
4108 490 7
425 3700 5
3607 272 10
4363 2816 12
986 369 10
1499 717 8
4294 1985 10
2467 4461 10
4992 2948 3
1514 110 11
910 761 6
3760 208 17
3286 2492 17
4997 1205 9
4925 3822 14
2766 104 20
4648 54 20
968 2414 20
1844 5000 3
2489 847 8
3630 4072 2
2770 4594 1
4794 4169 8
2524 3815 14
3225 1392 12
4153 567 4
4181 4202 16
4727 2817 3
373 4859 1
576 3450 2
4019 2109 7
4573 64 12
3024 508 12
1605 3327 5
3402 4243 4
3999 1758 3
3094 15 16
3875 1698 20
2766 3005 7
426 504 3
498 2709 7
3071 4332 15
1128 1430 12
1813 1335 10
1093 4156 19
1334 1072 13
4221 2690 10
222 2790 2
4278 3922 5
2802 2153 15
4368 2147 11
3093 3668 5
2890 4532 3
2846 1618 15
3299 2083 12
514 4121 5
3111 4204 6
3167 4101 18
929 3262 7
2129 3535 1
2996 68 1
2728 4899 11
110 2689 16
2761 3864 13
577 4670 5
1507 4843 2
4347 3639 1
2011 2157 3
2776 2549 7
2088 3710 16
2929 676 20
3437 3997 12
3593 1291 4
740 220 19
2724 4092 3
1036 4949 5
4429 3122 13
599 2253 3
3611 2422 2
4102 2924 18
1658 4441 8
164 2411 16
1295 1294 20
4716 1447 14
4775 2075 6
2716 3280 9
701 2476 17
3962 4180 4
2600 3303 5
3800 4674 9
1405 4046 20
1121 3528 5
3104 354 15
4306 4202 9
1932 175 17
2923 4313 6
4901 271 14
3589 655 4
2015 3491 6
1294 3118 9
321 849 4
1218 198 4
2349 4204 14
2478 2775 18
4876 4046 17
2585 4976 8
821 2687 14
938 1884 2
1123 727 9
809 1224 4
2129 4428 17
1514 2688 15
4660 4397 4
955 1546 1
3084 4635 3
1156 1413 17
2841 4845 8
2616 4865 6
4496 4177 19
1788 4658 19
2290 226 6
4227 1498 11
1091 820 17
1918 1133 10
1933 4863 11
3584 2236 4
1490 537 11
2507 727 5
4785 3023 20
2502 2375 13
4739 130 6
1829 3595 4
1989 1488 16
4922 2083 3
69 3869 13
1028 3630 9
2790 1109 5
2976 3287 3
380 4402 12
4798 2871 7
1973 3030 11
3358 3727 7
3613 4662 5
3918 4401 9
895 403 7
930 4421 8
2614 1056 1
525 1123 12
168 854 1
1915 3993 7
4959 1882 2
4515 2607 5
3410 4599 3
1308 600 14
4655 1404 2
898 2560 9
2799 3645 18
260 2670 2
3073 2974 7
2779 735 10
4806 3838 13
867 2374 2
4585 965 14
350 4987 1
686 1772 14
1770 2765 5
2553 1312 3
1232 4886 10
884 839 4
3419 3487 2
1310 3932 7
4658 1272 12
4997 2686 9
4993 4910 19
4970 3382 18
1626 4338 16
2498 3283 13
2317 4924 15
2629 3757 2
560 4750 3
4615 2762 9
1587 4638 9
2379 1141 2
1468 3274 18
177 1044 4
2483 2949 1
3394 4573 17
3397 1529 6
1450 2145 13
3341 1095 20
4082 3655 14
4137 585 13
3165 4714 17
147 417 6
4814 1985 15
3825 1179 7
3140 4523 10
581 1540 4
3492 703 17
1841 2522 11
3726 4901 6
2680 4475 19
2459 3618 19
3562 2346 19
1554 3281 20
2622 4389 2
4350 1638 10
2482 3756 14
4921 3157 8
986 4979 10
1383 2116 10
3135 2381 2
1588 2204 4
3943 1654 7
4673 36 6
1598 4078 8
1655 1497 13
1842 1698 16
3772 4962 3
4886 1040 11
2400 519 2
4299 26 16
4492 1933 12
4933 2910 14
4944 1521 5
1700 444 14
257 2185 9
1710 256 2
1174 193 1
1213 1831 3
2617 362 10
4283 1983 20
1831 3014 3
3443 2049 17
4789 4162 3
4612 1086 12
4347 964 4
1525 3500 18
1919 2915 1
4992 1914 3
4818 2588 10
560 2144 2
2740 4033 17
3262 2484 5
2461 4416 16
2575 2658 16
377 1453 17
2102 595 14
3162 2620 5
3728 2699 13
4129 512 8
2207 2044 4
2363 1938 18
2253 1994 20
557 1484 9
3606 2239 7
425 4071 11
4388 3227 3
3697 3857 12
109 4490 13
412 328 7
2801 1695 13
4127 3199 7
476 3001 11
3662 2844 12
4889 4804 19
2776 1749 13
2516 3450 11
4749 2473 20
875 210 16
4330 158 20
2288 1423 11
2969 1866 15
3865 974 1
2590 400 7
4582 4470 15
3050 1212 8
4425 1236 11
1613 3316 17
1482 1463 7
3748 879 19
2679 2068 15
347 3527 3
775 1243 11
1750 1604 12
2427 373 1
2169 496 3
1792 4489 5
4182 4109 7
2961 2733 3
3269 608 16
4961 3158 1
4393 1207 6
1847 4830 18
1045 3609 8
2955 3791 1
1382 4164 18
2854 4210 11
4198 2043 9
2378 2517 8
659 1534 6
2742 2028 5
3601 1463 3
234 1171 2
2183 4615 9
1444 3340 7
4824 4017 10
1502 675 6
228 1455 20
2805 4282 8
3912 2261 1
1116 4836 8
1997 2729 5
3162 160 13
3009 1300 20
405 774 1
1103 1152 14
4315 182 14
4103 284 12
4577 1367 1
1765 1150 16
4522 4424 2
4416 809 6
771 2809 9
910 4508 15
1237 1910 11
2467 166 17
2235 4599 4
4603 1789 9
72 372 3
1381 1337 4
3570 4120 1
1696 2425 18
3037 197 18
2752 3958 4
2872 4471 18
2592 4820 12
4335 1394 20
2225 3991 19
1632 2863 4
643 2193 19
132 25 8
1277 3368 8
4544 4910 8
3057 3167 20
893 2149 8
2714 2735 11
3126 4161 13
1581 648 4
360 1521 9
394 1944 2
4047 2423 9
1264 480 4
12 1621 3
257 4000 17
4743 2341 12
4125 217 17
4631 3369 1
2366 2837 18
47 300 20
3813 997 15
2103 1851 13
107 2519 8
218 1751 17
641 336 14
1689 1726 5
2422 4131 1
571 791 5
4233 4102 10
4736 3111 11
3926 2475 6
1959 2762 5
3862 1287 8
1567 4614 12
4778 4221 16
3117 1570 16
1044 305 12
1758 3778 11
1777 1315 8
1380 1651 3
1980 4641 11
4597 3150 8
141 3746 6
3148 710 2
3330 2484 9
2650 3478 15
281 797 11
64 4388 20
1443 423 15
372 3558 5
922 4697 1
3585 1625 3
929 4507 11
185 1776 14
777 1440 5
1561 2098 8
1616 4067 12
432 609 11
4513 481 5
603 2899 16
2506 4563 15
1139 1962 17
2769 4237 2
1000 3218 16
3110 903 9
390 909 18
4715 4991 1
1861 4671 1
4505 870 19
3108 857 17
3092 704 9
2737 3972 5
3406 2755 20
2679 633 16
2568 4871 18
1699 1904 1
533 4099 8
4961 1744 18
1460 4337 6
4028 1072 14
175 3911 15
3888 4950 13
1043 474 20
2979 2827 4
236 1987 6
2497 2722 14
2811 4651 6
3525 3491 7
943 1911 4
1195 1534 8
2547 1852 12
422 1932 6
1538 3329 20
3238 4708 1
2994 4160 11
4012 2256 2
4833 3425 2
2420 3027 4
1481 3714 20
2225 3767 5
1489 899 10
3076 4574 5
3386 2596 20
1090 2779 5
4643 3884 14
256 3176 14
3255 3230 13
456 3888 16
4257 3427 19
949 2538 3
132 794 6
3861 4697 2
880 18 15
1124 4026 19
1784 2155 12
3971 1116 4
3233 3688 15
4215 63 11
577 2582 20
3320 1525 17
851 4801 18
1411 3999 8
4884 4189 12
885 4349 13
3662 3788 1
1724 1903 12
2513 2778 19
2043 594 13
1228 1099 20
3591 2533 8
4884 66 16
4813 1596 16
1887 425 16
1254 1607 7
2221 128 20
4725 3556 17
1211 4886 18
1404 4213 20
2840 1965 11
1705 4872 12
2989 3690 6
2607 2738 4
3539 3781 16
2608 1752 5
3329 415 1
4748 1061 2
1081 2710 2
502 4322 11
2572 726 19
748 515 13
3017 1799 3
2644 2054 9
376 2363 5
3835 4759 1
2994 3935 3
3154 541 9
895 4897 19
2878 4115 18
1636 3391 13
551 4692 20
4546 2990 3
1716 3932 20
4304 4047 11
3923 849 3
212 3395 6
1896 3793 10
4618 698 8
3437 1930 11
629 4112 20
4783 2718 10
3220 961 8
341 312 5
4664 594 2
185 1474 13
1529 336 13
4973 598 6
1788 2345 14
2758 2735 14
4934 1197 17
3568 3173 2
4758 624 5
1535 861 20
974 3020 13
1521 1691 13
3116 1681 4
747 4762 20
3049 1696 14
1520 1826 12
3787 495 17
3280 3441 18
4445 356 20
2027 3682 12
4478 2199 19
1611 834 7
2867 3442 12
179 1941 18
3033 3595 18
4949 3783 18
2559 1620 2
3775 465 4
3625 329 15
3127 2338 14
2117 3464 1
4447 3397 7
4027 1467 13
1863 1368 14
4496 4828 2
2147 1865 10
3166 730 9
4264 4777 4
2075 1558 6
4957 2786 7
1619 336 15
2788 3369 3
4844 1905 19
3459 4219 4
4173 3010 4
3221 2847 1
3012 3049 5
804 742 3
4364 3292 19
2198 1532 4
1759 4200 3
1017 2744 5
1687 59 14
1084 3035 1
1460 3064 6
56 3219 6
2365 4032 16
2834 1169 4
3289 2471 13
3253 1597 4
211 1503 20
3378 1264 9
4188 4788 17
3469 4333 13
1557 2280 6
4338 3237 15
4234 1966 13
4729 877 19
109 737 19
919 3741 5
4778 1110 12
4473 1558 5
2455 1507 14
3028 2091 2
1855 4812 4
3497 3199 4
1027 2148 20
946 2383 4
4664 4062 13
2785 1189 16
2379 123 2
3930 1495 12
497 4490 7
1966 4702 16
2064 1334 5
3316 559 19
1479 1614 18
4345 1401 15
892 1294 8
1629 293 19
2176 12 2
2262 4140 3
4980 4617 20
34 2806 1
404 3256 11
3269 3729 2
1233 4014 2
1124 4865 10
2142 2978 17
750 4610 7
2999 4366 15
3417 1881 15
531 3047 5
511 1083 5
4593 3539 7
3933 402 7
4744 1532 4
3284 1717 4
4768 4459 19
1145 3146 13
4768 372 17
4273 4113 1
1394 4199 19
2684 2748 3
4626 3654 9
4049 1783 1
1722 4027 16
664 126 2
4103 2197 15
907 1616 4
3945 2552 5
902 3726 4
1790 4564 20
2871 4359 9
3035 1668 12
812 1345 5
4536 3432 3
1545 108 4
3977 2862 19
843 4989 10
480 484 3
2023 4479 15
1100 1796 7
2259 4853 15
1420 553 10
4124 669 15
2760 3685 5
4255 2412 3
1044 2640 8
2959 3616 1
4158 3671 5
3596 4130 15
3805 3691 13
2825 736 3
3743 741 3
928 469 16
1073 3963 5
2152 3363 1
4412 2103 7
2527 3159 5
1501 3338 15
2351 2153 3
1876 410 14
1920 1194 13
3222 4137 4
2932 1519 12
4026 458 12
3605 2091 4
3210 1491 5
3655 3471 12
3505 2522 10
1931 3986 20
3977 1540 4
821 2864 8
4994 1500 1
4823 3115 13
3409 4904 8
3190 3909 9
2092 547 9
4395 930 4
1036 4725 15
528 1528 17
4949 3915 3
3988 3939 15
921 3231 12
2410 2392 11
1869 1627 2
765 4032 7
3028 1685 2
2871 3423 4
1502 4641 19
853 2113 11
4642 1804 20
4113 1119 7
3538 1113 7
2492 2230 9
420 2854 14
1518 143 18
4100 4947 7
566 4505 6
13 3834 4
1956 2055 5
33 2422 9
2032 710 16
2144 186 12
4460 3406 9
2236 883 18
1265 3571 7
2727 4183 6
2973 4507 1
3404 3872 8
3671 2759 12
3288 777 18
4775 1453 6
673 3664 19
4818 3462 9
1000 507 4
3817 1985 11
1116 3804 10
3533 272 13
1877 1122 9
992 1852 9
1828 1547 13
3203 2989 17
810 2062 12
2968 3515 9
2974 3689 19
1669 3847 19
809 740 2
1923 2415 7
251 2271 16
4638 1004 5
1234 4687 5
1751 4491 7
2393 58 2
4011 4356 9
3381 554 15
1143 883 6
1903 3928 7
2235 3945 11
1847 129 18
2197 3708 4
4642 3968 4
1303 2161 16
4397 3736 2
3705 1511 8
4588 583 10
36 4215 11
4610 1733 2
2690 2091 19
3418 1900 2
1011 4505 4
4487 3489 3
3735 2458 15
2037 4334 14
4885 53 9
1291 3132 5
2350 2380 18
3501 2346 5
577 384 20
3058 2709 8
4571 4248 1
4513 3826 19
197 1330 19
949 1304 13
1014 2018 11
3206 3418 3
3645 4181 3
74 4478 14
3237 4906 10
4656 4210 9
4701 3726 13
4936 1561 16
2740 2392 17
1675 2976 15
146 4405 2
4397 2474 14
1681 4244 3
1196 4341 16
4700 3645 8
744 3847 20
4463 4651 7
2246 2865 14
1404 2628 4
4079 3101 2
2568 2706 12
973 4575 19
3912 1332 9
2523 891 10
1085 4038 14
162 2436 2
744 3642 12
4631 1057 20
3575 4382 1
252 1121 9
3299 4544 3
1609 4557 9
4750 4060 4
3478 992 15
