5000 15000
2086 2547 14
1886 4861 5
1328 302 2
2942 97 13
1383 2736 10
4061 1258 12
493 4202 5
3982 687 19
2725 4342 9
1050 2219 8
1175 583 6
4978 3126 19
1861 4286 9
3447 1412 8
1934 1678 14
4173 3319 3
4255 4786 19
667 723 17
4438 403 8
389 1602 14
178 1602 5
1361 1206 9
4265 580 5
4356 3432 2
4023 653 9
289 3851 5
3900 2824 15
365 1542 5
3061 1859 2
4642 4529 10
2323 4693 9
2169 1549 15
3638 3173 2
1042 4828 3
1689 1780 9
3488 873 17
4668 2712 5
4268 2258 16
2146 893 6
3073 4624 11
1422 2552 18
4378 1568 3
3829 2520 15
3108 2068 1
621 1193 15
1843 3224 6
2387 2004 18
1566 4998 4
1552 2275 19
4546 1974 2
2372 659 20
1493 2446 1
211 1033 4
3890 4634 10
1815 4559 8
1386 3554 12
1085 4204 2
3192 4416 19
4337 4568 3
3314 2942 1
2290 4143 18
600 3573 12
4993 1602 11
4476 2227 7
2717 2258 13
267 3931 8
3834 163 1
2359 4423 3
3967 4751 16
4082 4882 3
2513 2268 8
22 3835 5
2200 1190 8
3548 1086 9
3262 2955 14
645 242 7
701 3526 9
3177 2252 10
3049 2026 3
1109 2733 20
3562 1870 16
3066 3439 12
2335 4830 13
236 3836 5
3128 4441 6
4527 2696 19
3120 785 13
2851 3266 10
3981 3487 20
2224 455 4
4275 3374 18
547 2771 20
2801 3310 2
3003 2274 15
1866 410 11
1414 3031 1
4827 1069 14
410 4078 3
787 3327 7
4395 2533 8
2749 3891 16
4488 2981 10
598 3530 20
4313 3754 18
647 536 13
1837 534 2
1184 2682 17
55 4770 11
1019 1796 5
3688 3185 14
3465 675 3
2720 951 11
1863 1538 4
3546 1951 14
1716 1480 9
4726 4006 7
2025 1524 1
2083 1801 19
3006 2664 17
2454 2328 16
4939 4471 7
4539 3672 2
4961 4360 2
2783 2608 9
3975 2000 1
3032 1533 2
1968 3267 6
184 3140 1
3798 1820 5
3161 133 15
465 1343 15
852 3184 17
4901 3711 6
1234 699 20
835 1601 19
112 982 15
2903 789 15
1037 3506 16
2607 1327 19
3633 4944 4
2965 2783 10
4439 2568 9
2534 2828 12
3180 928 2
1800 3443 1
463 1168 10
3456 2808 15
2007 2390 8
1446 1071 7
3410 3905 10
4607 283 9
4093 1815 9
79 2617 12
4199 3566 3
747 4692 11
4623 3130 7
3136 64 4
1655 2944 4
380 2026 12
3817 2790 17
3803 3667 12
4122 3250 11
1238 4927 11
425 1164 16
3269 1970 5
1316 1529 19
1979 3474 2
2981 2679 7
4024 668 19
583 3761 3
3117 2300 3
3020 3087 14
4477 1122 14
3347 1316 8
2845 2597 5
3771 1381 5
2009 4947 2
4423 3290 14
2574 2169 3
2229 612 9
1441 4360 15
4406 1105 5
2321 1705 1
2890 896 20
2611 214 12
17 376 17
687 1386 5
3484 749 16
734 2359 1
666 2115 15
879 3025 12
4567 4004 2
1920 1288 17
4510 1149 20
311 3882 16
3071 1272 7
1761 3194 15
2189 272 7
559 1158 1
1221 452 17
4418 275 9
2888 4657 2
1079 2831 18
3010 3117 3
3830 585 6
4464 1663 15
1309 4393 2
569 2523 13
4532 751 1
148 19 17
4610 200 20
1859 4961 3
1738 728 20
106 1952 20
1156 3183 9
1795 1438 2
2102 274 10
3659 1712 12
1096 3534 17
2800 304 9
2729 4623 6
4670 959 8
212 17 2
1270 719 10
3801 2805 10
3574 3153 8
3615 3979 15
442 2139 1
556 4857 16
869 4549 14
1997 4329 20
3248 3050 9
2639 3454 17
4586 3303 3
3890 4882 7
2257 2771 1
774 2172 3
4145 2786 17
2558 2068 15
4242 527 14
1409 3590 17
261 277 4
169 2660 3
3107 2045 9
1640 3324 1
122 4693 20
2454 581 9
673 1134 18
731 105 15
3372 3678 2
3154 2475 16
3261 186 11
4042 2930 4
1931 2520 15
3344 2348 18
3920 3935 10
3798 665 15
2002 2494 13
2507 36 17
511 731 10
3956 4646 13
3278 1478 15
4575 3814 18
718 1940 4
687 787 16
3165 2205 15
162 4421 2
2279 4122 18
767 1300 11
4017 2328 20
4781 4850 5
4373 3882 1
957 2384 18
3237 3820 10
1472 2640 8
1264 3293 19
1016 1279 19
566 1554 13
1620 76 17
3852 4818 6
2921 3289 15
3886 1868 18
2445 3270 13
1396 3947 16
3825 277 7
1300 4211 15
1984 4179 16
3136 4736 20
4194 2806 11
1788 47 10
2119 1407 20
1647 245 11
3116 1918 18
3924 4062 19
1930 3969 3
2406 3161 18
3855 4167 6
316 3545 4
2768 84 20
2464 3838 12
1643 3279 10
4577 3997 20
1561 3711 20
3963 1288 5
3562 2656 5
804 1507 7
690 1272 13
1251 3295 7
3653 4543 9
4379 108 8
1674 853 7
2564 1440 9
339 4926 12
1260 3451 1
2932 4132 18
4326 1231 13
1245 1702 18
1103 30 18
1905 1056 16
4764 950 16
1350 2517 2
2900 1538 10
235 695 3
4226 1856 10
3853 3532 13
4448 2183 10
308 219 13
3130 804 13
3326 3127 8
2948 2828 13
2005 4213 5
3466 4699 8
880 1268 6
4705 1811 6
729 226 13
4386 840 10
3914 2034 3
4003 2617 18
2961 1438 11
3644 2468 2
2170 1336 4
4024 2237 14
3808 678 20
1684 4523 12
48 1950 9
2209 4148 16
3769 4650 13
3858 4668 20
175 1750 3
2424 3387 9
902 4284 10
205 3610 11
2288 1559 15
1953 388 2
860 1996 16
155 140 8
3337 232 5
3739 1656 16
3810 1760 10
40 1820 7
2768 926 3
4177 3342 6
3633 296 15
3664 2578 11
3772 1835 10
4485 2763 9
2777 2983 10
3027 4080 14
2920 4142 5
1535 4562 9
3452 4589 4
2137 2810 14
3134 1341 20
474 313 6
3933 3400 9
3274 54 6
2166 4018 17
1336 2687 3
3474 621 20
1288 4053 15
2647 3083 18
2558 134 19
1683 1975 12
41 419 12
2049 4798 10
2530 2259 1
1229 1762 18
896 4561 4
1535 3584 14
3917 1030 4
3312 479 6
1604 3815 18
1223 3518 14
2076 1758 18
3224 1198 15
1671 2489 11
3924 2992 16
1915 269 15
557 516 17
3845 3738 20
124 2718 7
3344 4045 14
2193 3978 13
690 359 3
4932 1009 20
1907 1143 12
1695 734 7
3285 451 4
2524 2678 11
2437 479 14
612 4177 10
920 2770 4
4276 3425 13
1851 564 19
1966 2619 14
3807 3828 8
4942 4953 17
1778 2933 3
4457 848 17
1889 3962 9
548 104 5
199 4584 11
337 4006 16
2293 4772 9
4127 4312 9
1937 989 4
1296 1474 15
1651 2449 15
4449 1787 17
4125 608 8
3686 525 9
3051 1343 8
4910 2508 12
334 501 13
1061 646 14
2065 3725 12
760 4078 9
2687 4863 20
446 3468 12
885 2601 4
1198 1903 1
1973 458 20
3096 4896 9
2171 3612 7
4185 2037 20
3498 3958 3
143 4013 6
1205 2391 18
4489 653 14
3816 1345 2
813 2901 14
4798 2298 13
4063 868 6
3658 2202 9
4505 418 5
3089 2206 3
939 1499 6
3619 2935 15
4083 3997 18
4725 2584 12
204 1750 13
1659 205 10
3813 196 1
327 4632 18
2087 2275 6
428 245 8
292 2613 17
848 719 17
4868 4278 15
835 471 16
3137 2372 7
3744 4910 18
4823 151 7
945 1571 9
3229 4863 18
926 4293 15
414 4521 4
2771 4608 1
171 3237 1
2515 1901 18
1292 1875 20
3673 2577 6
1048 4791 7
1671 10 5
2168 910 16
1832 3736 13
4571 3891 20
2441 1946 9
32 1647 6
3817 1429 14
2471 3026 10
2989 2782 6
1870 3674 14
4503 1153 6
1111 4034 11
3720 1098 11
136 1503 5
2987 3134 7
3917 3983 17
4092 3366 9
767 4493 13
4197 673 6
601 4168 9
1441 2757 6
3660 4948 11
2038 1411 10
275 941 8
2408 3845 7
4521 1642 17
2564 454 8
1587 3517 5
3102 4974 5
4608 4308 11
2581 3942 20
4842 3936 1
4765 2062 9
2904 3496 9
2650 2554 8
632 2653 11
3963 1222 9
1669 4918 17
252 4403 5
1247 815 10
1629 1324 6
3518 273 18
4660 362 11
2808 3114 15
3695 703 8
4778 1162 10
2134 1733 15
1283 3766 9
2951 2044 9
272 1286 3
436 4187 20
1918 439 10
4699 2078 5
4427 2057 10
1856 2772 1
2656 1919 1
3675 3206 20
791 1351 2
1918 117 2
327 521 6
2641 1648 10
1977 1944 17
694 4314 20
4996 3650 4
295 3045 7
643 3399 1
1897 1622 11
3156 4839 18
4076 4830 10
4615 4275 19
3917 2036 7
4200 684 14
402 2079 8
2744 386 13
2891 1525 9
287 150 18
1251 1308 1
362 4464 2
3177 4303 20
2802 923 8
3591 2023 8
1500 1527 18
2003 1805 11
3852 93 17
1824 3710 12
3299 1638 5
1002 4279 14
3675 1238 15
1428 538 5
3618 3465 18
563 1098 2
4518 4286 19
205 4169 7
3599 1987 4
1176 4893 7
830 199 14
3492 2072 16
1041 866 17
2915 2247 16
2341 4485 20
4379 125 4
3399 3968 8
4297 3838 14
3733 204 19
4445 1280 10
4242 3997 15
3990 2321 5
582 3585 17
2416 2401 5
3686 4373 5
1014 4402 18
1322 2650 1
321 3777 2
3700 4278 7
3371 3789 4
1056 2631 8
3841 4351 10
1616 896 3
2167 4455 9
527 3809 4
4623 1094 10
1265 2438 3
927 3051 14
4299 4033 9
526 3698 1
315 3706 16
1445 2319 7
3475 1369 19
1483 3964 5
1853 3930 1
4883 4501 15
3504 4225 7
4531 3818 14
3378 1669 3
965 1530 14
2724 4572 13
2193 614 9
514 4886 15
3637 2599 8
4779 817 19
812 3745 20
4417 470 3
823 4451 19
610 791 13
2063 4868 2
2516 447 20
1185 4291 7
2263 1065 18
2549 3203 14
3656 4740 14
240 4103 3
4842 1926 1
4356 1331 18
1919 4359 18
4233 3732 3
615 4664 4
3716 3469 10
4267 2007 5
4779 3884 13
3962 338 4
3011 1231 8
1312 365 8
3644 3146 17
4059 1722 14
1184 3823 2
2552 2197 14
4749 715 20
2323 762 5
622 4682 11
2133 4728 18
1692 480 3
2751 1735 13
4356 3028 15
4124 4429 1
1120 4742 11
1573 1031 3
2869 896 1
2373 1297 16
1070 4004 8
950 3620 15
310 3487 8
4172 788 7
3519 4627 5
4906 1627 8
848 148 13
2840 1239 11
4117 3470 7
3828 1561 15
3879 1250 1
1570 4879 17
4521 989 3
3416 59 16
1997 4859 1
3813 1168 16
135 4260 15
1587 2281 17
1234 3259 10
2670 3413 10
4730 3607 18
1051 3123 5
3638 3723 16
965 4271 16
3295 1865 8
3106 1343 7
4591 2925 15
985 387 11
4277 978 17
4861 4310 16
2007 3636 14
4070 116 14
4197 2329 13
4408 2122 17
4349 2941 14
1609 1441 10
2011 3186 15
581 2283 16
2909 3357 9
4711 4941 12
2888 1803 13
2457 1789 6
4437 4386 7
2851 2699 1
4402 2186 18
3544 3032 9
663 2361 19
1844 507 4
2925 1684 8
663 2618 14
4637 4052 14
1334 3846 8
4473 255 1
3748 2573 8
1095 4065 13
189 1149 19
2852 2665 3
1653 4821 8
2219 342 9
2230 2562 14
2501 393 1
3537 4386 18
3442 2183 6
2431 2638 1
1679 4258 13
588 1537 18
2329 2480 16
1637 3762 16
946 150 9
533 131 9
262 2010 18
2170 2760 9
3528 3997 12
3794 2844 7
1083 2916 1
2715 1961 13
360 1563 12
2281 1190 7
637 1685 4
3815 2061 16
1200 807 17
3301 4718 1
563 4213 6
23 2594 14
1779 1549 20
2536 363 3
3576 4384 17
1931 4055 16
2494 190 3
463 916 7
1795 521 19
724 3444 10
32 1744 10
765 3481 6
2983 4629 11
3583 2444 2
818 1409 2
1596 382 6
2350 4337 18
1969 3526 4
1320 4817 9
4517 2200 6
4760 2764 17
3977 2677 16
4794 537 19
1240 2758 17
4677 1348 20
1035 1975 20
1546 1232 3
2273 283 7
1827 920 6
487 2166 11
3800 3790 6
3872 1755 5
3452 4027 4
220 3582 7
4133 633 20
627 1056 4
2066 3638 11
2924 4794 11
2929 4799 18
3496 3703 13
4472 4650 13
1413 2323 6
2283 1336 5
4723 4796 16
4846 2487 18
595 3782 6
2863 27 8
4748 3508 3
338 3177 2
4664 2051 17
4753 1011 5
3827 3840 7
775 4204 9
879 4183 19
2047 4927 10
2919 44 11
1256 958 9
4793 802 9
2923 4568 8
3953 207 17
4642 4537 11
2582 105 13
1161 1049 3
4719 3871 6
3482 4646 4
3802 520 7
3975 235 10
1454 2096 2
4321 4636 14
3611 3421 3
1574 2637 17
1220 3563 14
738 3022 11
460 450 17
4948 3204 12
725 942 5
323 743 16
3733 3044 4
235 1015 20
2120 2251 9
4698 908 19
1330 278 18
4075 1065 11
4605 4635 13
1069 2326 18
4332 4338 1
87 4723 12
1548 3346 14
894 1336 19
2974 2031 20
2952 839 4
4864 4465 8
431 2075 6
99 3042 4
3919 1322 9
2618 544 6
1887 3398 10
779 3094 7
1504 1096 1
500 233 17
240 4002 17
4487 2287 12
321 2198 12
681 693 16
1518 1572 19
2272 4490 3
2714 3551 15
1827 65 11
3994 148 9
300 3259 20
4691 3167 11
4398 4635 11
1981 3125 4
909 1672 2
1504 3634 17
2889 3104 6
2453 3848 4
3988 3558 1
2888 511 20
2408 2758 4
926 4632 2
2796 2229 4
2960 2179 3
4096 1216 14
2859 2520 6
4370 4587 7
255 1392 5
1722 1557 6
4750 3997 9
877 178 1
21 838 5
3678 4015 19
2702 2772 18
1113 2854 13
2214 3277 6
2526 2245 5
2500 4633 3
2846 2138 18
3307 123 2
542 4548 3
3502 4311 19
4991 652 6
1971 3755 20
1381 2688 16
3670 4946 18
4073 2952 19
4867 1148 18
58 432 15
2546 1524 7
4276 4891 13
2394 4811 18
3854 3031 1
2823 987 18
929 3328 10
3071 805 7
1352 2085 13
2061 843 10
3989 3942 3
1316 1892 9
2981 3918 19
1009 3506 1
263 3795 8
2598 601 3
3927 2168 16
2693 2186 17
1342 307 20
21 4052 6
940 4971 1
1407 3434 18
1060 4735 17
616 347 6
2955 2180 20
1453 3011 9
1572 2104 4
561 2028 15
4461 1991 17
1020 4456 2
3315 1683 11
3021 371 3
4903 2513 12
585 485 11
195 382 1
4835 3636 20
746 1420 20
884 1401 9
4756 4316 4
809 1074 10
4166 2967 9
981 2358 12
1962 2455 17
3710 4358 5
3640 3230 2
1048 3792 9
3467 1628 11
1645 1056 7
3818 3378 3
4105 2008 19
1922 3233 2
2597 2290 16
115 1473 3
4939 1982 15
3885 736 8
3093 3789 14
228 857 7
3852 373 15
917 1966 9
3191 2344 11
488 3246 3
1245 3869 3
4915 4664 10
1059 3733 12
4870 3997 19
370 1710 16
1927 4031 13
509 1389 3
2593 4902 3
4720 1289 18
2742 1234 5
3121 53 14
38 2521 2
1052 3029 6
4157 1704 19
1232 2533 4
2269 3930 17
4894 2503 12
2646 3643 7
1707 4872 17
3406 1304 1
2398 721 3
4334 3278 11
2868 1933 16
4258 1545 5
3680 179 5
2111 708 12
1549 3941 10
1007 115 12
189 3288 3
3262 2924 2
3957 4650 19
4943 3383 19
4066 4744 10
4985 2364 19
2128 4688 15
1773 664 20
2438 846 3
1846 3208 2
1450 4354 15
439 172 11
445 4256 9
2383 356 6
2969 117 5
2259 4525 18
700 1300 19
1680 3317 16
2183 271 7
841 250 3
1973 4108 12
2042 3895 3
2341 2865 13
46 3242 13
4265 3690 19
578 1785 9
2901 4704 6
1049 2654 18
4859 3408 6
4547 1191 1
4409 2464 17
4169 1335 8
3601 3292 10
3165 1685 6
4818 1346 20
1830 3026 5
2134 4099 13
1803 2766 4
4814 3444 5
4547 1435 18
4168 3224 3
4114 4201 4
2387 792 17
3713 3147 11
3147 3166 15
3148 1523 8
4276 369 11
4111 1108 4
4077 1463 12
2385 881 10
4627 1932 8
2808 1546 11
4041 163 19
4296 417 18
1847 2069 6
1237 2123 7
1364 4106 8
1853 4490 20
374 2336 17
4831 4987 13
3205 4766 18
1208 4718 5
1609 3135 3
2729 1902 11
4149 92 9
3690 917 8
1390 1808 10
2748 4728 2
4730 272 19
3578 2658 20
3410 3771 20
2880 4875 1
1876 1363 5
3372 3973 4
3680 4324 7
4265 3604 3
1857 3702 8
1545 4742 3
3868 4009 20
1530 1963 3
4593 4573 16
2940 1512 14
2460 3584 16
1252 2712 13
4249 578 15
780 1645 6
1496 3777 14
3592 3651 3
1315 3035 17
1918 4390 9
2095 2213 18
4747 3916 10
487 264 7
2464 3569 4
3018 1952 2
1851 1723 9
3612 2468 1
4479 812 9
1398 1205 19
1639 1891 17
2186 4388 6
334 2692 10
867 4162 6
2991 2536 15
3131 3802 12
1278 1187 3
4079 1550 13
3538 3236 10
4754 2060 4
2481 1099 19
3264 3456 2
710 2941 3
3870 2564 20
846 3643 9
4425 574 12
4311 4051 7
326 493 2
3126 1146 1
906 3767 13
2378 4066 12
2010 4618 14
3759 322 1
1247 694 4
1326 1705 9
4938 3442 14
4488 4206 13
1182 2957 11
399 2635 9
4473 3483 16
3313 1761 9
4654 4752 10
2931 2236 7
654 2137 11
4863 4117 19
1938 3908 19
911 1013 8
4680 1505 3
2231 1623 3
850 4312 10
4227 4266 2
3399 2549 3
1170 936 3
2809 217 13
2588 3956 14
1366 45 16
4159 1874 12
3015 3713 13
883 1106 8
4327 402 5
3889 1290 15
250 89 13
3188 1782 15
756 882 15
2513 2521 5
941 4025 3
1494 1780 19
4146 362 6
3603 4869 4
4021 3213 15
3086 3546 6
3941 442 3
4249 4404 7
485 1643 19
1550 3702 20
4779 3698 4
3912 3858 15
4271 4112 2
1969 3412 10
1547 4267 2
4149 3852 2
4575 1582 18
4604 3874 8
166 4456 9
3996 4394 16
865 2863 2
1167 2500 8
2061 3534 9
4452 509 20
485 3365 17
3915 1142 1
4976 1419 13
3479 2314 1
1011 432 14
2760 1681 15
1389 4622 20
423 3134 6
1811 3577 13
4860 391 14
860 1390 12
2654 4210 16
4571 3395 10
3823 4465 3
3724 933 12
1818 3929 5
759 246 8
901 2651 6
1290 3862 18
2881 1626 11
4984 3711 14
1096 1572 16
1830 4890 13
2718 2968 20
3352 3261 15
3192 3399 17
4546 4166 3
426 2575 15
4361 823 15
2143 1534 9
1525 2716 8
4594 3141 7
2579 1388 18
2717 3774 18
1372 4128 15
185 1544 19
2891 1585 11
1103 4092 6
412 2472 18
4432 1961 19
636 3524 16
461 1873 11
577 90 10
4348 3776 18
1986 4088 15
3243 472 12
3296 2058 10
4093 2611 15
201 3512 8
4994 1207 1
295 1759 4
1469 4727 7
2154 2898 10
3854 992 8
170 2453 12
2535 3502 11
3173 4163 8
4171 4617 12
3364 379 19
3899 2721 8
1120 4231 19
1172 4187 6
193 201 4
2836 1937 5
3195 463 4
56 4325 13
419 4361 13
4343 747 11
4964 2726 1
2499 1937 6
3549 3205 11
2412 3471 18
3499 744 9
2320 3370 4
1999 3941 4
1922 1963 7
3856 3144 1
3427 2270 19
4645 2390 11
631 3287 17
3849 2155 11
4898 984 12
3189 3431 7
1573 2467 9
3195 2407 4
2836 4438 2
2240 2522 3
4597 3740 18
982 2290 15
344 3861 3
833 3743 8
1190 2108 17
460 2215 7
4289 2936 5
2558 755 10
2965 894 3
4519 1343 18
336 1665 9
2373 4645 7
4394 4057 8
4053 357 3
3732 44 12
41 2076 1
155 2218 20
4430 2767 6
2324 2106 9
2521 839 7
1741 38 5
1851 4202 12
2126 1749 7
4447 4706 12
4030 1788 19
1245 1333 18
2200 4996 17
4964 4973 3
3310 4051 15
4099 3985 3
4544 3410 3
2654 1859 3
1823 1605 16
2535 1583 11
3360 2866 20
4853 4230 4
1764 3305 15
281 2987 2
2307 1655 10
2530 1643 4
2081 1965 17
2271 3491 2
2677 1106 9
4045 2871 20
3261 453 7
3879 2829 16
3366 1438 6
3130 4272 16
4187 3342 6
3578 604 3
2947 3210 19
1215 193 18
2167 3428 11
2109 106 16
1295 2553 11
2894 4180 12
3175 1964 13
1745 1488 5
3279 20 14
2258 1824 6
4190 1589 11
827 4730 3
491 1617 8
4945 1629 9
1700 883 13
3405 2494 14
2723 3948 18
4513 1368 11
2136 4254 8
357 660 5
2948 2634 16
48 3260 16
2201 4870 5
946 813 8
388 2642 2
1424 1997 12
1682 210 7
110 3881 11
2823 4445 11
2139 3816 18
1068 4533 3
3806 596 9
118 2561 3
1908 265 7
2017 3113 5
749 965 12
1050 1347 2
1393 538 12
4659 3875 3
4415 364 10
4238 1029 8
3115 4871 1
4290 2343 6
2688 4966 4
496 3534 4
3354 129 4
3341 3445 6
340 4945 9
3104 3715 18
3263 1122 11
318 747 3
1036 998 12
2419 331 16
1012 4873 9
3912 4686 9
225 1512 16
2629 515 2
413 3896 14
1353 4803 13
1000 383 5
445 2691 18
3814 4856 11
3745 543 1
1681 3467 19
4609 574 17
4559 2204 5
1022 3290 15
224 3538 11
560 2179 5
18 3321 12
902 3273 7
4058 4744 2
2455 3463 2
335 578 3
802 2412 1
4572 8 8
3208 847 2
2375 1360 8
2037 2088 20
579 2835 16
4902 4051 9
805 358 14
2116 1730 13
2686 1412 8
3564 3074 2
2543 4775 12
4200 1658 17
4653 1070 14
1730 3397 4
