250 14834
84 86 16
87 162 7
248 136 7
72 121 -1
60 242 14
120 206 0
146 6 16
220 35 10
25 88 8
173 163 10
13 10 0
123 50 2
166 245 2
199 225 15
226 143 11
137 158 0
186 6 -2
155 18 15
86 231 7
178 149 18
43 197 11
225 18 7
77 135 16
187 89 2
71 93 11
41 189 -2
162 203 8
100 194 14
149 72 19
33 167 14
88 197 9
241 209 5
18 123 7
130 152 13
7 73 10
50 215 18
143 5 -2
185 77 5
194 227 4
13 206 15
240 201 17
195 20 11
188 119 -1
239 7 10
22 99 20
135 180 6
119 32 20
203 238 16
103 245 16
114 38 15
75 73 16
16 229 0
113 103 -2
242 46 11
87 242 18
224 247 11
138 24 14
242 231 20
187 202 13
103 247 14
126 42 18
105 137 5
24 16 17
54 163 14
160 5 8
3 86 16
232 51 3
37 196 6
4 21 1
27 89 14
212 154 9
1 102 3
177 138 17
150 8 12
170 137 18
66 90 13
238 97 1
188 114 6
161 230 8
131 21 7
149 230 9
206 11 2
95 160 18
84 118 -1
80 179 15
171 22 15
245 185 15
8 222 15
227 56 8
180 64 6
237 159 5
193 67 13
180 13 10
208 165 12
165 62 17
197 240 -1
204 59 11
172 177 -2
49 169 19
104 128 3
20 28 13
48 134 15
42 61 5
129 30 12
45 203 7
107 62 6
39 225 2
228 153 8
174 139 20
44 228 15
124 228 16
76 208 5
149 196 3
50 41 17
24 59 20
41 208 18
43 33 5
248 151 0
216 90 -1
133 246 4
30 164 4
210 75 16
213 61 4
16 51 0
246 220 7
203 76 11
47 246 5
80 1 19
3 69 15
133 131 14
133 230 0
24 170 2
236 33 7
43 218 13
36 114 8
98 54 12
235 86 -2
85 229 0
232 47 -1
150 92 4
140 170 4
184 212 17
74 187 17
223 220 -2
101 38 11
142 221 7
56 26 19
28 66 13
140 53 20
116 98 4
168 88 18
198 199 1
11 79 2
194 172 -1
100 224 12
43 195 9
166 195 -1
162 100 16
110 106 10
200 142 4
6 233 9
120 34 6
70 12 4
97 215 -2
217 9 14
194 235 8
147 64 18
160 107 16
132 223 7
35 178 13
146 169 11
232 55 15
18 22 11
80 196 19
6 104 7
65 156 3
224 121 6
123 109 14
88 55 4
175 153 17
66 131 1
206 243 1
94 11 17
156 31 1
26 151 9
28 215 -2
138 16 16
107 221 16
162 114 10
78 194 2
144 146 17
179 84 8
58 154 3
50 224 13
23 247 20
96 33 -2
131 1 4
1 196 15
112 152 2
233 183 11
67 123 -2
109 235 4
23 179 17
128 45 8
58 215 13
108 245 4
126 119 12
239 246 19
191 133 1
141 235 14
153 169 12
166 11 6
70 96 -2
235 9 0
5 165 16
132 232 11
228 214 0
22 210 10
189 144 11
10 241 6
245 149 3
76 217 19
108 182 14
240 152 4
237 220 4
154 23 7
13 196 8
118 16 3
126 21 2
38 102 -1
46 236 16
72 248 12
4 182 4
232 22 12
71 249 15
83 21 8
131 121 5
18 105 3
116 69 -2
29 121 -1
108 133 1
219 201 2
225 161 9
228 75 15
64 47 4
220 88 15
23 219 -2
145 200 8
205 19 10
32 7 17
167 171 11
204 241 2
28 188 9
19 135 10
110 169 20
52 18 6
164 129 15
228 226 2
184 50 12
153 22 5
115 75 8
187 46 1
2 59 7
53 182 2
202 137 12
103 106 19
145 100 7
232 151 2
6 239 3
200 70 20
124 202 14
128 179 19
124 245 4
193 100 7
42 117 20
148 44 14
185 53 20
151 203 14
80 3 11
238 24 16
243 84 0
240 31 15
142 54 7
127 151 5
1 180 11
184 51 16
151 204 5
158 4 14
16 71 3
101 46 -1
196 75 -2
199 108 0
154 13 11
1 168 8
119 185 6
71 114 18
130 34 6
214 27 8
241 110 14
87 105 10
73 219 7
52 1 8
42 25 3
113 203 12
112 135 19
166 239 15
37 188 19
83 130 10
248 37 20
194 60 14
49 41 12
126 199 -2
200 18 1
82 3 10
45 179 6
14 127 6
166 78 18
187 4 7
120 49 0
27 25 12
183 20 -1
142 236 12
122 245 8
200 222 20
5 6 9
69 118 5
60 6 19
67 132 1
179 53 1
13 17 13
36 248 20
5 145 9
144 99 2
138 95 4
60 150 3
85 63 12
135 15 6
119 129 4
70 126 5
48 23 0
138 186 7
133 126 0
172 201 5
79 125 7
124 195 19
62 241 18
243 60 12
65 193 15
60 158 16
162 198 17
187 24 19
137 32 0
66 74 15
108 163 1
188 192 6
140 208 7
74 54 15
113 180 8
62 117 4
147 173 18
169 195 15
74 180 3
234 43 9
6 130 0
202 24 9
197 160 9
181 245 12
210 13 13
40 68 0
52 98 16
194 107 -2
233 103 3
226 245 13
51 221 6
126 235 16
126 5 20
40 77 11
160 128 18
156 137 14
145 135 4
25 225 16
95 7 18
23 144 16
140 154 -1
139 44 15
56 226 4
33 50 -2
63 3 1
101 126 6
27 31 20
129 221 13
176 108 1
185 215 5
90 168 14
57 91 2
3 10 7
126 144 9
229 217 13
100 147 17
238 112 9
32 193 16
75 27 12
92 226 -1
116 132 3
164 76 10
244 67 7
194 24 -2
206 112 15
38 250 0
206 29 18
54 23 3
121 78 12
109 126 11
212 137 6
114 202 18
134 66 18
238 118 6
89 32 15
115 78 16
28 161 3
210 204 18
22 178 8
86 27 6
99 90 19
132 229 5
175 90 16
23 233 10
87 139 4
221 133 12
221 198 12
9 163 11
230 41 15
123 209 8
248 242 16
99 4 20
196 2 20
39 193 17
175 166 13
92 245 8
61 47 -2
247 181 -1
97 91 3
113 137 -2
100 215 2
106 181 13
34 161 12
11 118 3
49 48 13
213 189 17
81 26 11
154 165 12
134 199 12
25 65 8
17 94 11
11 200 8
181 215 20
246 53 15
41 70 0
89 144 15
162 80 -1
49 141 5
211 51 10
119 224 10
91 145 9
162 122 10
167 185 15
248 227 20
169 226 17
249 32 4
196 42 -1
94 93 14
157 177 12
17 249 14
67 118 2
176 21 2
136 38 16
190 235 5
39 246 20
228 38 10
26 188 7
68 7 16
166 191 -1
113 35 18
11 172 16
184 167 15
36 193 16
65 229 20
3 78 4
48 53 15
180 75 13
62 158 19
126 141 3
18 31 4
143 175 1
10 29 0
105 106 15
102 54 5
17 174 18
129 196 -1
169 52 18
95 9 8
19 189 3
234 35 9
179 11 12
156 182 0
116 39 9
102 177 6
249 220 13
219 97 -1
172 173 19
5 39 17
131 14 15
108 102 17
107 67 12
13 172 18
109 116 17
124 20 13
160 205 17
231 119 16
150 162 12
119 16 9
87 107 2
113 98 12
140 148 0
170 5 0
59 182 12
92 203 2
124 227 3
143 248 13
138 151 18
226 217 6
146 183 6
114 196 13
31 58 6
153 59 7
119 38 13
167 160 9
230 246 0
175 128 7
73 31 2
22 205 12
12 142 5
31 106 4
131 165 1
152 235 11
198 216 9
242 172 10
235 52 0
116 130 10
118 249 19
159 60 9
16 13 12
226 41 5
84 24 1
161 167 5
191 131 1
127 22 17
168 101 -2
65 129 13
71 189 10
136 13 18
73 174 12
17 139 18
229 243 9
156 168 6
105 204 -1
225 95 12
191 77 17
42 174 14
153 176 9
176 154 18
246 179 -2
31 151 8
139 231 17
37 8 6
59 201 -2
155 187 6
123 125 17
210 40 12
160 221 18
13 211 8
119 211 0
111 36 7
31 193 8
98 85 20
47 70 8
113 210 20
194 14 4
41 29 -1
195 222 13
99 102 5
157 171 0
36 228 10
190 137 5
20 236 4
33 34 14
192 173 20
185 66 16
59 156 18
246 238 19
191 129 13
241 4 -2
40 66 16
179 59 18
180 133 0
7 223 5
25 43 11
182 130 8
127 87 20
126 53 -1
112 59 20
27 34 9
3 242 6
74 209 19
200 220 5
123 118 20
59 100 9
208 242 14
39 139 -2
46 195 3
169 246 19
95 49 -1
201 136 18
71 147 7
31 250 18
177 78 10
228 134 1
96 26 -2
146 237 7
171 165 18
98 178 8
124 41 6
119 147 3
2 234 5
61 118 0
42 59 3
56 183 13
42 215 19
118 199 4
164 1 17
219 64 12
54 171 7
76 184 17
250 27 -1
62 82 16
123 114 12
215 139 8
87 222 7
103 248 18
40 93 11
200 198 0
142 238 -1
202 161 11
77 35 16
247 82 14
248 80 16
214 219 16
12 157 0
147 33 6
77 140 3
67 44 6
67 243 19
158 122 -1
11 185 19
41 220 14
241 64 19
28 3 7
238 106 6
41 74 13
223 33 -1
17 179 16
57 60 -1
247 20 9
122 50 16
91 15 0
34 76 13
51 201 2
120 161 9
36 65 16
100 86 20
219 249 7
73 217 14
51 198 3
128 190 -2
116 54 16
49 3 4
128 152 4
131 125 6
90 142 13
45 15 1
163 148 13
5 188 -1
55 192 7
201 37 9
74 109 12
19 165 3
32 159 1
63 149 8
179 210 2
159 125 11
173 133 17
222 134 1
88 43 4
6 20 3
134 51 -2
221 71 5
188 92 17
89 13 3
21 30 10
250 235 15
197 206 12
55 159 -2
156 13 18
74 228 9
1 235 9
49 199 8
228 142 14
101 100 18
93 124 18
111 13 11
152 48 19
184 54 14
78 42 17
228 62 15
103 241 6
6 243 9
151 87 13
152 94 0
37 244 19
145 152 15
10 145 7
45 161 12
55 210 12
121 211 7
70 61 9
246 116 9
232 134 18
128 180 6
189 206 8
8 178 5
170 223 10
87 186 14
208 155 8
13 74 16
25 47 20
98 237 16
175 28 17
40 160 7
245 62 0
169 113 17
245 249 15
211 155 18
177 142 1
178 123 12
201 246 5
245 243 9
111 232 14
250 145 12
217 211 3
190 187 20
146 33 4
107 54 13
61 55 0
64 129 19
171 109 7
45 132 17
81 130 -1
139 22 9
37 43 4
159 221 15
67 76 8
71 199 20
174 220 9
197 127 11
46 158 20
77 145 4
88 35 3
116 14 -2
123 57 8
4 175 20
61 128 8
2 112 4
196 185 11
56 209 0
177 2 11
59 170 0
235 171 12
12 196 -1
16 66 9
14 197 9
58 10 10
153 150 18
93 214 5
203 16 7
99 53 11
94 217 7
219 8 -2
108 83 19
105 173 11
205 204 1
93 117 4
52 211 20
124 9 20
10 62 2
109 179 -2
222 47 18
226 44 6
193 224 13
90 232 -1
71 233 18
210 119 20
113 31 7
204 72 17
157 132 6
198 24 1
247 158 11
65 58 8
86 226 -1
53 35 14
168 206 11
195 245 8
36 89 3
228 109 13
169 165 15
34 208 18
48 207 12
172 38 9
231 2 8
34 197 4
184 40 3
69 218 19
193 137 -2
73 243 13
158 222 16
248 241 3
237 130 2
88 172 19
170 189 -1
133 9 17
86 190 19
48 124 13
123 43 18
166 2 5
54 52 -1
2 161 13
88 164 7
9 70 12
207 149 11
116 177 0
66 89 14
61 192 -1
241 126 11
176 235 15
51 38 19
7 100 -2
221 165 3
140 103 7
148 81 15
99 71 11
183 16 9
105 199 7
30 91 20
212 82 5
20 101 20
98 21 0
22 25 18
5 226 -1
215 121 14
63 201 4
166 108 18
28 59 19
248 166 1
189 222 4
177 129 16
87 45 14
89 218 -1
139 213 15
209 79 10
110 235 6
233 190 6
229 170 16
25 36 8
203 193 0
115 10 6
33 49 14
98 38 11
7 196 4
210 68 11
7 169 11
188 235 19
76 39 4
80 60 6
13 217 16
138 15 6
182 93 5
110 93 8
12 105 14
17 41 15
18 167 -1
5 118 0
61 107 7
93 15 2
15 228 13
234 198 20
42 60 -2
116 173 20
3 147 13
211 140 20
111 11 4
170 196 0
14 51 9
235 69 7
98 238 11
13 53 13
109 87 9
147 95 18
30 63 19
205 130 18
131 52 4
98 94 -2
63 197 12
124 163 7
84 57 6
174 225 15
165 43 15
38 22 -2
192 177 17
73 22 2
164 212 3
182 90 1
120 185 15
72 200 16
4 33 2
64 224 4
9 179 3
162 177 15
130 138 1
79 99 13
152 132 9
65 176 18
182 211 7
40 42 7
61 87 19
186 80 9
84 39 13
181 249 12
165 232 7
237 48 5
73 170 19
82 79 2
44 103 17
150 124 13
167 115 3
34 249 9
224 77 3
128 19 5
134 30 6
154 66 4
40 27 6
233 73 12
65 221 -1
88 163 1
161 140 10
184 113 1
235 35 18
211 19 -1
157 47 6
212 195 11
113 12 5
96 29 20
156 94 20
79 72 4
53 22 7
51 164 17
245 117 13
242 136 13
126 18 11
236 41 11
225 178 17
234 175 12
26 13 15
195 225 10
108 73 12
87 90 5
55 126 10
208 32 6
68 208 5
151 185 8
137 241 17
133 247 11
119 142 15
70 171 7
169 17 17
202 97 5
214 187 12
90 136 -1
10 213 18
242 230 0
194 104 14
11 128 6
241 46 10
166 45 9
87 146 14
4 192 0
181 202 -1
225 226 15
208 42 17
23 33 13
30 5 -2
139 47 6
165 26 1
200 203 6
39 34 1
46 118 20
103 82 17
203 1 -2
149 231 17
114 184 1
202 189 5
32 239 6
23 245 12
248 71 11
118 65 14
155 205 0
110 197 3
98 146 2
217 139 13
197 136 5
109 220 13
209 244 14
99 62 19
161 199 20
24 34 19
126 74 1
158 98 4
109 177 19
51 86 10
9 40 18
110 64 1
54 111 16
235 28 15
115 147 8
66 169 15
219 82 16
224 98 2
133 156 2
130 102 2
4 190 3
96 173 6
34 124 -2
210 122 -2
18 149 3
23 216 11
234 206 12
104 5 1
61 231 16
145 183 12
114 46 18
240 187 4
139 250 -1
28 19 7
122 247 5
28 184 20
24 117 2
17 164 6
93 127 18
178 37 13
138 44 7
26 214 20
222 13 3
27 111 19
10 184 5
186 14 0
82 9 16
242 71 13
157 197 10
220 128 13
139 43 17
141 161 15
213 220 1
94 25 10
14 247 19
69 98 2
65 181 14
98 22 -1
210 232 19
109 15 -2
206 14 2
198 114 8
15 245 2
25 41 20
48 55 14
206 51 0
88 89 4
172 231 7
37 92 13
86 56 6
71 203 17
194 72 16
243 154 -1
18 199 1
145 188 6
34 222 15
39 210 6
245 94 19
155 172 4
240 200 5
201 22 9
112 205 4
178 152 -1
54 155 -1
21 61 19
18 90 15
229 62 20
117 17 13
184 116 8
11 157 7
197 137 4
208 97 14
225 100 12
12 153 18
12 194 13
142 62 1
227 36 20
16 108 4
214 35 8
103 43 1
34 17 6
240 60 9
95 159 2
57 176 -2
199 17 17
238 175 17
250 40 5
179 207 -1
139 4 5
213 168 0
11 72 6
220 66 5
128 76 4
142 125 0
38 169 19
77 110 8
37 232 1
105 108 18
87 63 -1
75 17 4
185 198 4
59 46 1
161 124 10
92 116 13
64 204 11
156 143 -2
117 229 13
108 140 6
69 77 12
125 239 1
102 197 12
103 114 7
81 107 6
8 99 20
70 160 13
72 105 14
120 79 4
197 114 13
85 18 9
218 75 12
201 171 6
24 220 12
197 176 15
123 129 2
234 149 16
84 88 1
112 60 15
82 64 18
208 197 -2
192 144 7
193 56 16
198 131 14
7 234 4
7 198 12
158 213 8
34 129 -2
163 120 16
78 146 13
157 55 13
87 160 -2
238 88 0
139 70 10
67 135 10
107 18 18
34 148 1
248 175 3
19 41 3
168 3 11
190 236 4
21 130 3
215 120 3
194 88 15
67 170 10
116 76 17
203 75 0
246 44 14
158 69 18
241 107 11
233 45 0
202 6 8
103 67 0
92 219 2
236 71 5
5 177 3
52 227 11
246 113 20
205 238 12
152 225 8
201 198 13
142 105 -2
105 116 1
60 172 7
157 240 8
179 28 15
57 42 12
196 158 -1
63 2 1
206 177 10
207 39 0
82 148 7
84 210 19
182 237 4
241 129 7
194 39 9
3 248 18
104 37 -2
162 81 2
61 220 6
187 127 20
3 21 2
224 101 10
70 135 7
30 204 3
144 225 0
175 172 18
46 156 14
95 228 13
187 33 3
207 132 11
128 6 13
152 158 4
228 234 18
109 222 13
244 92 20
213 236 4
99 131 8
246 175 20
229 36 14
9 81 -2
241 167 15
53 149 7
68 111 10
137 3 13
227 16 11
140 19 9
188 240 5
198 222 -2
23 152 14
12 222 -1
130 201 10
163 186 12
173 79 17
149 183 0
98 106 7
205 176 5
153 71 5
227 183 9
28 229 11
183 57 4
123 221 11
180 176 0
23 171 20
213 145 3
122 172 0
96 105 10
140 91 -1
245 87 4
1 249 16
213 182 16
130 213 10
203 98 16
115 108 13
31 155 7
103 169 20
143 220 3
8 122 15
195 55 19
154 9 1
79 162 5
38 209 1
187 43 6
63 155 6
236 76 19
225 134 18
88 113 8
97 119 17
226 22 0
125 248 7
91 60 13
33 103 15
111 249 9
243 110 6
122 196 8
6 7 16
58 42 8
206 46 6
68 44 -2
218 215 -1
66 233 19
58 104 1
184 242 11
240 217 13
72 33 7
219 216 12
171 206 13
236 107 2
111 58 13
20 221 6
210 156 7
73 57 11
90 3 3
165 170 14
230 175 14
153 96 13
12 61 9
207 185 5
192 116 8
176 228 10
12 235 8
189 160 0
21 179 1
238 102 7
2 228 10
200 185 5
76 50 -1
3 161 4
159 170 16
216 20 0
10 225 15
31 202 3
104 136 18
107 147 9
12 85 12
196 135 3
78 163 18
98 242 20
161 54 19
69 187 4
84 100 11
245 165 17
68 194 14
58 45 12
158 207 11
9 56 15
26 107 13
23 76 15
64 165 10
179 14 18
147 232 4
53 34 10
150 52 5
57 135 -2
10 121 8
188 231 2
54 136 6
94 151 14
104 183 20
48 195 9
105 203 -2
27 208 13
180 166 16
165 12 20
77 228 4
245 204 10
117 30 20
208 1 20
165 10 12
186 194 4
20 9 13
79 119 0
115 136 -2
103 147 10
32 38 8
77 153 15
118 57 2
31 1 -1
229 238 15
115 211 10
73 12 0
109 62 18
157 20 0
228 5 14
236 37 16
235 93 16
17 200 17
162 12 3
71 83 1
213 224 15
182 227 -1
50 25 4
2 128 5
208 88 20
2 78 2
147 170 16
29 71 6
28 202 20
105 202 19
48 111 7
183 171 15
92 64 5
145 221 -2
194 209 2
163 70 -2
123 147 15
25 29 7
141 215 -2
248 170 11
120 165 9
150 78 4
