5000 15000
1208 2134 -7
133 3492 -1
1159 100 14
272 4858 -7
2714 530 -14
2164 1350 -9
3493 636 -19
3988 4782 17
2920 4549 11
3120 2737 5
3318 3304 -8
3185 1351 11
342 274 -18
470 2512 -19
514 2705 5
930 2493 -18
2533 87 4
455 2094 -11
866 423 16
2804 3080 16
2221 3212 5
2259 322 -19
3883 4816 1
4819 3336 6
4153 2257 0
2647 4350 6
550 3453 -3
2435 4008 0
110 3537 -13
3981 1162 -19
4780 3911 3
124 43 -16
2038 4133 8
4982 1800 18
3931 3720 20
3362 1521 7
1359 1780 4
563 49 -17
1040 4033 -13
2837 3898 -12
979 4685 -5
3940 272 -13
285 1112 7
1720 663 11
2484 3793 -17
3341 3762 -15
3521 938 18
4931 1007 13
4068 4521 9
1205 2791 -11
3705 270 -12
1253 4439 3
766 541 3
1068 942 -12
2809 4161 17
4830 1474 13
1052 2854 5
1489 3214 6
2380 2783 -9
1279 995 8
3206 1212 7
2962 4584 11
2401 55 20
4239 1946 3
3243 2274 19
2021 2559 3
2658 195 -12
887 546 -16
215 765 7
4184 1296 -13
2289 727 6
475 2339 -11
3467 3220 9
4024 1547 -15
3023 964 -4
2708 3381 16
3989 504 -19
2229 3814 -9
1949 2334 -8
3139 4738 -6
1682 1706 5
581 2504 1
2915 1904 -3
3893 3266 16
751 4762 2
3808 4234 4
4921 3871 9
1159 650 -17
1275 3966 5
1660 916 -3
2094 1396 -16
3820 880 -14
1295 2388 -14
4928 3358 -10
1449 2807 16
4790 4466 -12
4689 3088 10
1911 1069 -18
2279 2801 0
2610 3790 -11
4480 4570 -7
3185 4810 8
4976 2566 -4
307 754 -4
2915 406 -2
282 2322 -8
484 1536 15
475 2305 -1
615 4272 13
4602 2180 8
1165 4902 -16
2139 1460 18
3268 3319 -18
736 1394 3
4456 4022 13
1829 4745 18
331 2473 18
3177 4122 19
3779 945 18
4045 3604 15
4030 940 17
1702 3320 9
1746 4358 -6
2054 2444 9
911 3877 -15
1750 1730 -15
2672 4406 7
2615 4634 -5
2482 210 -18
3059 4974 8
4220 4255 14
1210 3004 20
1884 4949 10
919 4458 -10
4134 2705 -15
5000 4356 11
4760 2455 7
497 2054 -1
1788 1563 20
4401 1445 4
2009 1734 -20
4727 4027 2
2755 3296 -16
3597 259 15
4834 1643 10
3412 4693 5
4010 2127 3
69 936 -20
4358 3675 13
2099 2072 0
3076 2339 -9
4876 4958 -6
2115 4039 -2
3964 3063 -18
56 4120 13
2498 2072 -6
1241 2836 -11
526 3372 12
4943 662 -4
4612 827 -16
321 1753 17
1777 3856 -10
825 483 1
3707 3430 11
611 801 -4
2733 6 -4
4298 309 8
2374 2527 9
1845 919 12
3249 385 -10
1947 3043 0
3078 238 -11
3099 3959 -1
2852 2323 -20
1740 4770 -16
221 245 0
4261 1294 -13
1182 4673 -6
3557 457 -5
235 1941 13
187 1897 6
521 3736 -17
3852 2282 13
3934 1747 -11
4658 4813 -18
2922 259 -12
3027 3642 -18
3748 1614 -18
1234 4160 6
3453 2164 -2
342 4054 14
317 2697 -6
3399 138 2
2011 3902 16
1498 703 -3
4342 4610 3
2148 367 2
2697 1908 15
1979 4531 12
505 308 16
1253 4442 18
3250 2365 9
1487 2442 -12
1394 3815 3
1801 2113 4
4406 2380 4
962 2110 -11
2306 3497 2
818 2378 0
1781 1644 4
480 3607 1
247 1089 -6
1209 316 -9
4566 4232 13
4679 4564 16
3355 2435 4
4131 4141 -6
4919 642 -11
2506 2530 5
319 557 2
4956 531 -10
1095 299 -15
1634 1399 -11
2958 4079 -3
614 2125 4
4015 2573 14
498 2543 9
2459 617 -8
183 2142 13
3900 4689 14
1335 3467 5
4615 1179 9
2886 4416 -10
4823 393 -17
2397 3920 -5
4719 3285 -1
4539 1629 12
1535 2876 13
1028 383 12
3002 4120 0
1766 4544 -10
1379 2045 1
1272 1559 19
3582 2376 9
4199 2635 -19
158 187 16
636 3006 5
3593 1918 -14
3901 4560 -14
2681 1901 -11
1395 2855 9
1899 3479 -19
2856 3045 7
1282 403 -14
3972 61 0
2900 4174 10
343 3816 4
3100 1899 -6
477 321 -8
2415 2485 -18
3519 4820 7
4129 1071 4
1977 3605 18
3143 1344 0
3587 2143 7
1744 968 11
2349 1424 12
4928 1207 -14
3525 3606 17
3426 4014 -1
2477 1777 20
4237 88 20
496 760 -20
1540 4700 -2
4053 239 -12
2037 3356 14
2958 356 0
2027 600 -6
655 4691 2
3023 2195 6
646 2433 -17
1852 4722 -12
509 2272 -5
4166 3623 19
383 4154 -13
1006 3287 14
1845 3747 12
856 1418 19
2723 1595 17
3675 165 -10
4844 564 16
4330 1640 0
1568 1144 -2
4058 4000 -16
1037 2461 -1
2417 2530 15
367 2578 -9
1479 4319 6
2185 555 17
3561 2226 5
87 1698 16
2813 2750 -20
2726 1756 3
1964 3482 -16
3427 2630 20
2615 4381 3
2016 1969 2
160 3964 -18
1276 103 3
2717 3782 8
3238 4330 20
3415 706 18
589 1081 -12
3996 4537 -13
3587 597 -19
500 3108 -3
115 1884 20
816 3748 3
2890 1758 -9
432 1235 -10
1528 2268 -20
2614 751 15
4336 3664 -2
4420 715 15
1934 1048 0
2714 4856 14
19 792 -2
2039 3996 -5
2653 4750 20
3141 923 -19
4555 1314 9
3630 1144 -3
857 136 8
829 1570 -9
1960 685 0
4664 165 -19
4857 1449 -19
4596 1690 -2
4429 1850 0
271 4197 -16
4613 3062 -18
4572 4247 10
2640 1532 16
3112 4252 -6
1822 4470 0
4634 1118 -15
1194 1246 4
50 4390 -10
1727 9 11
4792 800 -7
3019 8 -2
1706 378 5
1277 1114 -4
4628 2489 15
900 3058 0
1919 3074 10
3151 4880 11
1331 2219 3
1182 1699 13
1599 3349 19
572 2719 -11
4247 3833 10
1367 4763 6
2500 463 18
4883 2861 -20
3974 3552 -15
2723 1099 -16
1545 3731 -10
3982 3314 14
1298 2213 -13
1130 4601 7
2567 689 -8
1577 3205 0
1274 2854 7
737 2259 -10
281 4998 -17
4366 2057 2
1524 3270 -12
2420 884 -14
1968 1412 -17
1157 2642 -8
329 2031 10
962 970 -3
825 324 -16
4552 4181 18
3476 4926 -7
3031 3833 5
1245 3353 -16
1876 2418 -16
2749 4840 13
1690 303 19
4384 1886 -17
4059 1930 17
2684 3350 13
2155 1399 -6
2810 1072 4
3850 2104 -10
790 3207 14
317 3899 11
1395 548 -11
494 1713 1
731 93 -10
2053 3447 -15
2054 3426 2
2172 1813 12
1057 3763 -7
2928 2449 20
2442 688 11
157 3846 10
4273 3007 -14
3226 4745 7
2144 4532 4
3890 916 -3
275 4139 -5
3532 4242 -3
1826 4162 -6
1380 1457 -20
3273 3732 12
2518 1377 -17
4776 1320 -14
192 3447 7
3202 4708 2
3010 4554 -2
2922 3524 -11
4374 625 16
40 2720 12
2422 3103 -1
1634 1935 17
452 4910 6
4186 3035 3
118 3922 -1
2732 2129 -15
1552 4488 -4
4126 2951 11
2302 4827 -9
3899 2596 -17
3050 4990 8
4881 3020 20
2874 1065 -6
1431 1050 5
2641 3664 2
1637 2370 7
472 2254 -13
4646 4178 0
3479 4813 -6
2882 4569 -6
2043 4888 -12
1361 3076 -1
241 4793 -8
3025 3315 8
3278 4446 -11
114 1278 18
1056 2161 14
3480 922 11
1600 1870 6
2146 4193 10
232 3992 3
4294 4325 11
4439 86 17
4919 2545 3
4702 1271 9
1030 3118 -5
20 4140 -18
2876 2875 -11
1422 283 -7
1550 2451 -11
901 4196 9
4444 4839 1
4327 4013 15
678 2686 18
4712 3830 -10
1815 50 -13
2704 2923 17
4140 2878 -13
2524 1830 -7
1528 208 8
3483 601 -1
464 3434 -8
4908 1551 14
2959 508 -12
4383 1897 -10
679 3464 9
1568 3380 -11
4066 1270 -3
1849 2682 16
4150 1885 1
4910 1511 1
511 3800 13
2667 1052 16
3207 4457 18
3830 963 -4
214 2041 -2
4178 319 20
494 503 7
2770 2660 1
2030 3235 4
1442 2836 14
135 555 3
2572 3526 -17
2146 1274 -5
2127 4886 -16
927 3095 -14
4317 1018 2
582 255 1
509 4935 -10
457 1600 -19
3749 657 10
2820 1446 16
259 1382 -7
4943 2656 2
3076 1281 -7
404 3327 2
1950 3618 5
324 2771 9
129 4449 9
2339 94 -20
2992 202 -2
4879 2912 7
4216 3077 -14
3467 190 1
3411 4058 -13
4702 4764 -14
2332 11 17
3082 458 -1
4159 1496 1
447 3697 8
2960 3165 -14
4091 949 -8
890 4313 1
3835 2107 7
4860 1342 14
1446 3793 -9
2308 4800 19
1334 4891 11
4945 4767 -10
1459 3797 -6
1906 2531 -16
2326 2111 -9
57 419 6
4013 1810 2
1578 4213 9
576 4212 -17
1821 2146 -19
1158 4846 12
304 1545 15
3070 3345 -2
246 931 17
1190 2790 14
273 943 3
999 3963 0
4289 989 -3
1877 2485 9
2933 3576 15
1436 1038 4
840 1334 12
1907 1119 17
659 2366 17
4229 4079 -20
2602 2576 -20
3636 1726 0
3278 2121 -20
1078 3834 -11
4577 476 -6
1824 3464 -4
716 1 3
3506 1379 20
1535 4244 13
3483 1772 20
1806 3226 13
3978 1407 13
2277 4468 -19
319 217 16
277 2400 -4
742 4439 11
3343 1151 12
3448 3034 9
2720 933 6
24 2893 14
1835 2537 10
2657 2147 -9
3364 4038 19
3127 3858 0
2355 4882 -7
1101 2977 -15
1787 3941 20
217 4366 -14
297 2053 4
4330 2761 8
4132 794 -3
1994 2240 -6
3074 1025 -3
2460 1486 8
161 1813 17
1015 2 15
4638 281 1
4418 4514 20
1835 460 -13
4812 4259 -18
2043 3779 -20
619 1064 5
1738 1316 10
792 1596 4
196 4239 -2
2159 1187 -10
1616 201 -3
4305 524 -7
2618 3983 17
1458 3409 -11
1015 2898 -11
3138 3719 3
1033 1499 -8
1436 3634 -11
3922 4571 17
1310 1195 -19
2874 1089 3
3615 2394 -7
1748 4608 -13
1774 1066 -16
752 3432 -18
1461 3816 3
839 350 8
4149 2826 9
3063 793 9
1867 2806 2
1467 4041 -5
4814 3059 -14
3001 4405 -19
37 3370 -10
3694 4140 -16
4887 2772 -11
1970 1209 3
1396 4830 -20
4371 2838 -4
4694 673 17
3005 3220 -18
4060 4038 10
3024 2891 9
1171 217 6
4721 4418 -4
2251 2176 5
4305 3612 2
4344 4907 -19
4874 4715 -11
1479 1447 19
191 3100 -19
1456 4818 6
3590 4910 -14
644 4131 -18
3893 4293 7
1486 4995 -8
601 1431 -11
661 99 -15
4144 1404 18
4456 3836 -5
2826 3826 1
78 4819 20
3142 4544 12
32 1212 -20
1391 1507 -16
3564 2149 18
2071 2495 -12
3551 2251 12
3119 1366 19
2647 1202 5
2360 1135 -1
663 3882 6
4891 3480 -13
3393 3107 -14
2927 4151 14
2575 4709 -17
2978 3557 -8
1427 1141 -19
708 1971 -6
468 3082 -3
61 749 -14
4151 4086 -2
3441 1600 -19
347 1338 -5
3144 831 -19
3501 771 1
3982 1636 -13
3668 2118 -7
1358 20 3
1588 3390 -3
3857 234 17
1755 2065 -20
4165 359 -1
2473 3379 18
1549 4677 2
4793 4512 8
4592 4707 16
1252 1084 -20
3770 4046 16
2915 3464 5
3396 3803 -15
3118 1478 17
4141 528 11
96 4438 -20
4925 4048 11
7 111 2
2377 1356 -20
1403 1761 -9
403 3957 -14
4936 797 4
1304 3625 18
2670 932 -8
1282 4072 9
2705 652 -16
673 2968 -20
1944 2317 3
4415 186 5
4047 2187 -16
2510 406 -14
4635 1127 -2
1725 455 17
3239 3209 4
3844 119 -8
437 2851 -9
3511 788 8
4516 1527 -2
312 4726 13
693 4264 18
939 120 -4
998 2107 0
4620 138 -19
3042 240 -8
63 584 -16
2312 189 -18
4235 2506 -9
913 286 -4
4697 1746 20
4472 1075 -10
1804 1218 3
552 2797 -17
393 4864 20
464 2221 5
3615 2921 13
3350 4767 20
884 4356 5
2192 2398 6
79 2778 -19
41 4723 18
3146 2659 -3
2867 4793 -10
722 167 12
4132 2996 15
1561 2072 -2
3088 1668 13
250 4272 14
2689 3387 -11
3871 663 3
2987 2143 -12
2329 2421 17
728 292 -10
4437 4883 11
4933 3934 19
2656 2896 -10
2403 3647 20
4430 579 -9
3807 112 -2
2953 3035 -9
2891 4610 -10
3262 3463 14
4996 438 -10
439 641 -3
282 4474 -7
3355 1079 14
2135 193 10
142 710 10
1546 2802 4
747 2045 -7
2716 2167 -11
1387 1349 4
4462 4291 -12
2376 3608 -19
3311 2796 6
3605 256 -10
1535 629 -11
2611 2445 -3
2336 4941 17
2778 1164 -20
4634 207 -7
3537 343 -10
984 68 -7
1636 2632 16
3889 4118 -10
2124 2938 -20
3631 4432 -13
3658 2655 18
2750 250 6
3597 591 16
3886 3430 -20
3628 4990 8
3457 4310 -5
1484 3280 2
3454 4865 -13
3434 296 16
805 1500 7
2806 3684 20
594 2026 13
4868 4292 14
4342 476 7
573 3798 15
1087 230 -6
4867 1108 -9
1609 3392 -7
4739 942 3
457 1044 12
1492 4920 -7
1192 1074 -17
84 3161 -1
3716 2580 20
4941 2173 1
4125 2183 1
1980 2318 -6
3396 4078 6
2661 1092 -2
4284 3152 17
4468 2627 -5
1376 1873 -5
2855 395 20
1815 424 -2
1826 4871 -16
2247 2125 -2
4480 1308 -13
1561 2485 16
2556 1150 14
2288 1300 8
1506 2000 15
1967 3527 -14
1661 2309 -8
1057 3142 -15
4833 3915 11
1235 3300 -2
2023 3582 11
2393 4922 10
2521 741 6
453 3685 3
16 2037 18
570 145 -14
4825 4912 -7
3215 4636 -5
3491 3697 -8
4837 1277 -3
75 2543 -5
4859 3057 -5
2309 3677 2
1793 3706 -16
4892 2429 -7
4955 682 15
4727 2061 -9
417 3282 16
1528 909 -9
4855 2277 5
4908 3546 4
1414 4843 4
2360 2790 16
4025 2554 -18
1840 3545 -1
135 4408 -17
226 2004 8
334 4243 0
2355 1968 -2
4358 1893 -1
3762 3088 3
932 3611 15
3333 2645 -10
3935 1995 -15
4893 3649 -14
2010 2801 4
3587 3044 12
4843 570 2
277 3481 -9
1704 1621 11
2391 3420 7
3274 1536 -11
1065 3866 -5
4607 2199 13
4857 2453 14
2579 3791 -1
3621 4579 -18
1837 1140 17
2017 3366 8
2941 4859 8
2079 4892 -16
1438 3516 -8
539 65 0
3472 4892 -20
831 1117 -7
425 3866 13
3252 1624 8
3416 1459 -10
1262 4294 5
2136 3087 -6
3900 975 -20
3543 22 -18
4621 3330 -3
3511 67 -4
1105 1501 4
743 1788 -4
4517 2963 12
4174 1766 2
2858 3861 8
4217 3966 -10
1885 2568 -18
2055 3281 -7
3141 4283 -14
2582 3901 1
3842 4523 6
2629 776 -4
846 3805 -20
1667 801 -13
1982 1797 -17
2360 4425 3
1576 3111 5
3714 3392 11
2647 1393 -4
1074 1103 20
4381 1921 -10
3264 1448 -3
3481 4815 0
4715 4214 -11
2302 4206 -10
1503 2999 -10
1086 1236 -5
175 3554 -5
3532 2415 -9
4951 3874 -4
3669 2937 19
50 3044 -13
3323 245 -11
2355 3247 14
160 177 -10
4873 3318 8
3157 1782 -15
3281 3400 9
1944 2789 16
3332 3146 -8
3941 808 -12
61 1261 -14
3270 2103 -14
4608 2924 -6
2605 2056 -20
1179 2745 -14
1473 3838 -13
3389 3821 -19
3903 248 6
3631 3950 5
3467 1637 5
110 3715 -4
852 1331 1
3735 1872 14
4791 4360 -3
1282 1566 -17
1369 3005 -5
806 655 -20
2306 425 19
3632 505 -2
4949 2800 20
2931 4580 13
3764 431 -11
1792 4463 0
71 4517 -2
1850 4525 11
3608 787 -2
3066 63 -12
1240 144 -1
3348 1776 17
4183 683 -14
2673 1034 -5
3055 4703 3
547 65 5
2951 222 -13
3223 2847 -4
977 1984 3
516 3714 -17
3371 2319 16
1622 3259 13
963 2449 12
3525 3487 -15
4558 4085 -12
538 3174 9
3559 3956 -10
4478 3650 8
2284 4327 2
1489 3355 -1
2071 2225 4
3287 4402 -14
3010 4041 -13
3797 3629 7
3706 4077 -3
4460 2439 17
1146 2333 -10
2468 3496 -16
432 3160 8
893 3405 -9
2603 4082 -1
802 1406 -10
540 1465 -20
552 1840 -7
2372 2137 9
1582 4860 16
3779 2697 -12
544 1758 11
1777 4946 -16
2900 2258 5
2651 4149 -8
2163 2838 -18
1248 280 -10
4215 4009 -17
3717 2634 -2
2752 246 -13
19 3357 -7
4867 4279 14
185 4605 4
1619 931 12
4781 67 -16
2580 1045 14
3018 961 -6
1242 2129 5
277 1920 -9
646 1960 -8
3517 2429 -19
152 670 11
4622 4584 -17
1329 1054 7
4152 2317 7
2837 810 -18
4858 3551 8
2792 3190 -1
4170 357 -9
2830 3440 1
3457 1871 -10
4190 1657 2
795 4593 5
2238 4468 -18
2579 2400 -4
2609 4105 -14
3372 1143 -4
2790 2759 -18
17 814 20
853 2214 7
1992 4302 -7
2827 3942 1
4355 1336 16
3269 770 -15
272 578 -9
820 705 -14
4975 4936 -16
2295 1463 10
4064 2878 20
549 3131 10
764 2240 14
1491 4122 -17
374 4080 15
3158 1142 -6
4954 1177 3
32 96 18
3491 3705 15
4844 4530 16
331 1884 -7
1175 4989 -19
3700 290 15
1546 304 18
3185 1528 5
1570 498 -10
1126 4785 -14
3873 4950 0
846 2657 2
1236 1172 -1
1259 3967 15
3212 4058 -3
357 999 15
3709 835 11
1920 1711 -2
4874 1455 -18
1366 4942 1
1835 1018 -13
601 2495 -2
3085 3352 19
1772 867 0
2150 760 2
2650 1974 0
1928 186 15
4905 4129 20
1130 4479 -4
2165 2135 17
3756 2196 -10
1796 4679 -10
4172 2357 -15
4906 4818 -20
1779 875 20
3677 2453 5
3374 3577 3
489 2420 -1
1187 4092 14
1616 2802 -11
1128 2667 5
2433 4458 20
4348 3245 20
1167 1923 -2
3853 2381 15
2025 874 5
2734 1520 -10
4529 4752 12
1259 2017 -10
3665 1831 15
94 3178 -12
1691 2800 -9
4670 1537 -12
319 469 -15
954 4426 -10
653 1627 -14
4134 4246 18
535 2652 -4
164 4637 1
2622 3460 19
3285 2508 8
980 989 3
4719 737 5
3772 3211 -20
4822 314 7
2731 2785 20
4317 2537 1
1369 2938 6
2325 3964 -9
917 1327 -15
3581 304 -2
4945 2415 -6
3980 1234 9
377 2641 -10
3027 1614 20
4151 3435 12
4918 1051 3
3095 964 -20
895 3682 -18
546 2058 0
374 3930 19
2969 4544 -18
1179 4141 15
4275 3624 5
2468 2420 6
2829 1795 -2
3675 3540 13
4058 391 -16
666 4960 -18
1444 1445 -3
573 3618 5
637 2849 -17
4369 3671 0
1964 4755 2
4214 837 -11
403 4897 -17
3915 4892 4
2535 362 5
4329 3298 10
1216 527 -3
3182 1358 -4
3969 2827 -1
3941 953 20
4638 1677 -16
4102 4840 -15
177 4149 -6
585 776 -12
1753 1613 -17
3296 3387 -1
2105 2198 17
4807 1784 9
3621 2863 13
3716 1365 -14
4646 983 14
2943 2404 4
1846 4968 4
1557 4392 2
2027 3769 -17
4514 2757 -6
323 798 15
2158 4655 18
4694 1873 -9
2117 306 2
1217 4327 0
715 4050 10
2060 2370 -13
3525 4902 1
1252 119 2
4032 2649 -11
444 1204 2
2333 3437 -1
351 1640 10
1780 4720 -11
3477 461 3
2338 104 12
2428 2105 -8
1183 3975 -6
127 2526 15
2340 3486 20
2863 415 17
83 2750 -3
3629 692 -19
3915 129 -16
516 4563 12
4030 2807 20
3451 2651 10
2898 1677 19
3779 704 19
4082 2970 -11
2160 2195 19
2172 1416 6
2937 553 0
360 1191 -6
3349 2987 -18
3854 4198 -7
3063 1795 -14
4155 4899 -16
3958 820 -6
4536 222 7
4942 1741 -15
3168 4587 -11
3776 2294 -7
4966 3077 -16
2602 4065 -11
1174 2101 -19
3460 2335 -3
4895 4601 -8
4216 622 16
4372 1475 1
406 1266 -2
1627 3009 1
3555 4672 11
2220 3507 -16
4966 2538 -7
300 2216 -5
4747 466 -16
1360 4938 -1
820 4870 -20
4810 255 -11
2353 276 -17
1713 3975 19
1566 2517 1
809 117 -13
193 1737 16
3590 2937 16
3914 4744 0
3669 1838 -4
4276 1636 11
4362 1858 -11
3751 2532 -17
2896 444 -14
2078 503 3
1230 4484 -6
3923 4931 7
3224 1105 16
4128 4277 0
4807 4474 -20
4353 2530 6
3619 1120 16
2237 4556 0
476 873 19
1961 3667 -13
427 1865 -7
3391 48 -15
3706 4684 -12
4784 1687 -2
445 4601 -4
4372 2780 6
3399 3809 -13
935 350 5
4255 2106 -7
3951 451 -4
532 2189 1
3589 1814 10
853 3392 -8
2258 4386 -18
3868 195 18
3042 3670 -5
3169 2581 13
4045 1056 12
4470 3022 -1
3126 409 3
4084 545 15
4005 1654 6
3619 2198 19
4654 232 -18
3394 2221 -13
1999 4914 -8
2947 1925 -9
3808 1013 -3
441 1220 20
140 4131 -13
3241 2359 -2
3264 4729 -16
3113 2669 4
2548 333 8
1446 336 4
1488 1720 1
4423 1578 -11
3397 4460 18
4475 1469 4
4922 3235 10
4559 3779 18
2728 1363 -13
2983 1322 20
3744 4306 -1
1725 3582 5
1780 175 17
1842 1943 11
2905 1595 7
4173 2108 -9
648 3225 -16
3702 1230 0
54 3193 12
3644 4360 -4
4743 4413 -12
734 222 17
1183 2247 -4
2370 3989 2
1410 1616 -19
3936 3727 -1
1990 4806 5
3499 2805 9
2031 514 20
4784 4545 20
1953 1496 -16
4524 2349 -3
929 2123 15
4504 1331 12
303 4537 13
3830 1871 -8
4244 2221 -2
2501 1370 6
1381 3118 -17
3984 694 -19
2540 3754 11
156 3329 -17
2606 2952 12
4871 4171 10
320 4195 -11
2861 566 11
1986 3295 -2
2628 3837 14
1009 4752 -15
643 2391 19
3574 4481 -2
